"Date","Samsung","Motorola","Apple","LG","Huawei","Unknown","Xiaomi","Nokia","Sony","Alcatel","Lenovo","Asus","ZTE","RIM","Google","HTC","Blu","Tecno","Realme","Infinix","Vivo","Oppo","HP","Honor","OnePlus","Lanix","Positivo","Entel","BGH","Mixc","Micromax","Multilaser","Avvio","Mobicel","Archos","TCL","Acer","Bmobile","Philips","CCE","Caterpillar","Other"
2023-01,42.65,17.71,14.33,2.71,3.65,0.79,13.91,0.44,0.09,0.24,0.2,0.33,0.44,0,0.07,0.02,0.01,0.56,0.4,0.29,0.43,0.26,0,0.1,0.09,0,0,0,0,0.18,0,0,0,0,0,0.03,0,0,0,0,0,0.05
2023-02,42.79,18.22,14.17,2.56,3.46,0.86,13.77,0.43,0.09,0.24,0.2,0.32,0.44,0,0.08,0.02,0.01,0.54,0.4,0.28,0.43,0.27,0,0.1,0.08,0,0,0,0,0.17,0,0,0,0,0,0.03,0,0,0,0,0,0.05
2023-03,42.76,19.32,13.83,2.93,2.94,0.73,13.68,0.41,0.07,0.19,0.18,0.32,0.36,0,0.07,0.02,0.01,0.49,0.39,0.28,0.37,0.25,0,0.09,0.07,0,0,0,0,0.15,0,0,0,0,0,0.02,0,0,0,0,0,0.04
2023-04,41.37,17.5,16.31,2.37,3.44,0.9,13.8,0.43,0.08,0.22,0.21,0.31,0.44,0,0.1,0.02,0.01,0.58,0.41,0.32,0.44,0.31,0,0.11,0.09,0,0,0,0,0.16,0,0,0,0,0,0.03,0,0,0,0,0,0.05
2023-05,39.68,16.79,16.66,2.46,3.38,3.34,13.32,0.42,0.07,0.21,0.21,0.26,0.43,0,0.11,0.02,0.01,0.58,0.41,0.35,0.47,0.35,0,0.15,0.08,0,0,0,0,0.16,0,0,0,0,0,0.03,0,0,0,0,0,0.05
2023-06,38.16,16.14,14.69,2.26,3.02,8.12,13.07,0.39,0.07,0.18,0.19,0.22,0.41,0,0.13,0.02,0.01,0.64,0.44,0.45,0.5,0.36,0,0.23,0.08,0,0,0,0,0.14,0,0,0,0,0,0.02,0,0,0,0,0,0.05
2023-07,38.1,16.37,14.46,2.15,2.84,8.72,12.86,0.37,0.07,0.18,0.19,0.22,0.41,0,0.12,0.02,0,0.64,0.44,0.44,0.48,0.37,0,0.24,0.08,0,0,0,0,0.15,0,0,0,0,0,0.02,0,0,0,0,0,0.05
2023-08,38.56,16.87,14.32,2.24,2.73,7.83,12.91,0.37,0.06,0.17,0.2,0.2,0.39,0,0.1,0.02,0,0.71,0.45,0.48,0.48,0.37,0,0.24,0.08,0,0,0,0,0.14,0,0,0,0,0,0.02,0,0,0,0,0,0.04
2023-09,38.14,17.24,15.47,1.97,2.5,6.85,13.31,0.36,0.06,0.16,0.18,0.22,0.39,0,0.12,0.02,0,0.7,0.47,0.47,0.46,0.38,0,0.24,0.07,0,0,0,0,0.14,0,0,0,0,0,0.02,0,0,0,0,0,0.04
2023-10,37.86,16.9,16.39,1.83,2.25,5.59,14.11,0.33,0.05,0.16,0.17,0.22,0.34,0,0.45,0.02,0,0.83,0.48,0.56,0.45,0.37,0,0.31,0.08,0,0,0,0,0.13,0,0,0,0,0,0.05,0,0,0,0,0,0.04
2023-11,37.93,16.75,15.96,1.75,2.28,4.77,15.11,0.34,0.06,0.15,0.18,0.2,0.35,0,0.14,0.02,0,1.09,0.5,0.74,0.47,0.4,0,0.45,0.08,0,0,0,0,0.13,0,0,0,0,0,0.09,0,0,0,0,0,0.05
2023-12,37.93,16.92,16.13,1.62,2.17,4.33,15.35,0.33,0.05,0.13,0.18,0.19,0.35,0,0.12,0.02,0,1.14,0.5,0.76,0.46,0.43,0,0.52,0.09,0,0,0,0,0.12,0,0,0,0,0,0.1,0,0,0,0,0,0.04
2024-01,37.67,17.11,15.87,1.57,2.04,4.5,15.56,0.32,0.06,0.13,0.18,0.19,0.34,0,0.11,0.01,0,1.2,0.5,0.8,0.46,0.46,0,0.55,0.08,0,0,0,0,0.12,0,0,0,0,0,0.1,0,0,0,0,0,0.04
2024-02,37.74,17.36,15.5,1.56,1.92,4.82,15.37,0.33,0.05,0.14,0.17,0.19,0.33,0,0.12,0.01,0,1.26,0.52,0.84,0.46,0.45,0,0.5,0.08,0,0,0,0,0.11,0,0,0,0,0,0.11,0,0,0,0,0,0.04
2024-03,36.56,17.27,14.73,1.54,1.91,7.64,14.63,0.31,0.05,0.11,0.16,0.18,0.3,0,0.13,0.01,0,1.26,0.53,0.89,0.5,0.46,0,0.51,0.08,0,0,0,0,0.1,0,0,0,0,0,0.11,0,0,0,0,0,0.05
2024-04,36.18,16.75,16.13,1.44,1.72,7.83,14.38,0.29,0.05,0.1,0.15,0.16,0.31,0,0.14,0.01,0,1.28,0.5,0.88,0.41,0.42,0,0.52,0.07,0,0,0,0,0.1,0,0,0,0,0,0.12,0,0,0,0,0,0.05
2024-05,35.62,16.38,16.27,1.34,1.73,7.75,14.89,0.28,0.05,0.1,0.15,0.15,0.32,0,0.22,0.01,0,1.46,0.52,0.96,0.44,0.46,0,0.56,0.07,0,0,0,0,0.1,0,0,0,0,0,0.12,0,0,0,0,0,0.05
2024-06,36.56,16.95,15.75,1.3,1.7,5.96,15.35,0.29,0.04,0.08,0.16,0.15,0.33,0,0.3,0.01,0,1.5,0.52,1.03,0.5,0.52,0,0.62,0.07,0,0,0,0,0.1,0,0,0,0,0,0.13,0,0,0,0,0,0.05
2024-07,37.14,17.55,15.07,1.31,1.63,4.72,15.88,0.3,0.04,0.08,0.16,0.15,0.35,0.01,0.39,0.01,0,1.52,0.57,1.08,0.48,0.54,0,0.65,0.08,0,0,0,0,0.1,0,0,0,0,0,0.13,0,0,0,0,0,0.05
2024-08,36.42,17.22,16.33,1.23,1.55,4.86,15.88,0.26,0.04,0.08,0.15,0.14,0.34,0.01,0.29,0.01,0,1.49,0.59,1.03,0.47,0.53,0,0.67,0.09,0,0,0,0,0.1,0,0,0,0,0,0.15,0,0,0,0,0,0.06
2024-09,36.34,17.15,16.45,1.15,1.46,4.46,15.91,0.26,0.04,0.09,0.15,0.13,0.35,0,0.27,0.01,0,1.71,0.69,1.11,0.47,0.57,0,0.82,0.09,0,0,0,0,0.09,0,0,0,0,0,0.16,0,0,0,0,0,0.07
2024-10,35.77,18.2,17.31,1.16,1.21,3.77,16.18,0.24,0.04,0.07,0.11,0.14,0.3,0,0.22,0.01,0,1.44,0.85,1.01,0.4,0.49,0,0.72,0.07,0,0,0,0,0.08,0,0,0,0,0,0.14,0,0,0,0,0,0.06
2024-11,37.53,21.55,11.6,1.43,0.81,3.32,18.06,0.23,0.03,0.05,0.08,0.15,0.23,0,0.18,0.01,0,1.04,1.25,0.96,0.29,0.37,0,0.52,0.06,0,0,0,0,0.07,0,0,0,0,0,0.12,0,0,0,0,0,0.07
2024-12,37.46,21.39,11.56,1.35,0.77,3.4,18.25,0.23,0.02,0.03,0.08,0.14,0.24,0,0.18,0.01,0,1.02,1.31,0.97,0.31,0.39,0,0.55,0.06,0,0,0,0,0.06,0,0,0,0,0,0.12,0,0,0,0,0,0.07
