Ticker,Full Name,Sector,Sub-Industry,Founding Year (YF),Founded (Wiki),Date Added,Market Cap,Pricing Power,Gross Margins (latest→older)
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,,1978,1988-03-31,390091997184,1485.2872863592665,"[0.33874769612698574, 0.3375537928459609, 0.33860853986264555, 0.33943515682369985]"
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,,1904/1946/1959,1984-02-29,137233850368,1458.734690378184,"[0.3360661615316586, 0.336316380517962, 0.3345593917101969, 0.33533506493506493]"
COR,Cencora,Health Care,Health Care Distributors,,1985,2001-08-30,62950211584,1159.010980515822,"[0.033803729619761864, 0.03423854831716707, 0.03483973054257616, 0.03249160985463153]"
FDX,FedEx,Industrials,Air Freight & Logistics,,1971,1980-12-31,56110206976,684.9186219419161,"[0.21603393762937015, 0.2161175920540978, 0.2125894293161777, 0.21566216100607408]"
CAH,Cardinal Health,Health Care,Health Care Distributors,,1971,1997-05-27,37160308736,661.9307058233984,"[0.038161902793627404, 0.034563786498080035, 0.03552071187780212, 0.037788292908904404]"
ADSK,Autodesk,Information Technology,Application Software,,1982,1989-12-01,64679579648,591.4781087961666,"[0.9270918284129832, 0.9246861924686193, 0.926073926073926, 0.9293205654354765]"
SYY,Sysco,Consumer Staples,Food Distributors,,1969,1986-12-31,38237532160,466.76748765441545,"[0.1839621482118717, 0.18527725635431994, 0.18283655420897477, 0.17949763972259455]"
ACN,Accenture,Information Technology,IT Consulting & Other Services,,1989,2011-07-06,147834912768,448.0912687906521,"[0.32609352953344267, 0.32336675596647696, 0.31985975002072026, 0.3238280337778256]"
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,,1960,2020-06-22,26363527168,398.91342709244407,"[0.44915343915343914, 0.45410345133528524, 0.450811563404536, 0.4472834449428949]"
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,,1927,2001-08-07,20189941760,397.51123670541625,"[0.7673013309717918, 0.7709556138595115, 0.7665816510324356, 0.7726480453473554]"
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,,1988,2019-08-09,12521027584,373.83793338046405,"[0.4421194322075379, 0.44194996792815905, 0.4484427543291744, 0.44288917824074076]"
EXPD,Expeditors International,Industrials,Air Freight & Logistics,,1979,2007-10-10,16275365888,354.45780150040594,"[0.12726174152859554, 0.1339205665309335, 0.12718024022094648, 0.13105030847851581]"
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,,1990,2016-04-18,23921715200,346.2491501937337,"[0.3884018579180984, 0.3909147455012147, 0.3961873247797441, 0.3902905019401825]"
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,,1976,1993-10-01,414961958912,343.0701934327549,"[0.1261333134213391, 0.12259688802674482, 0.12148717361227385, 0.12884769482822858]"
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,,1869,1957-03-04,9187116032,328.8480255039917,"[0.3399005169218765, 0.3433997509339975, 0.3479747782408892, 0.3413921980845597]"
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,,1891,2009-03-04,13216463872,328.3631147526885,"[0.16963110771872048, 0.16513950029768762, 0.17374746825658896, 0.16931969072355993]"
ADBE,Adobe Inc.,Information Technology,Application Software,,1982,1997-05-05,139502632960,321.3918101993052,"[0.9223436410137177, 0.9149878922149518, 0.9160513461320005, 0.920874247703516]"
ZTS,Zoetis,Health Care,Pharmaceuticals,,1952,2013-06-21,63845011456,298.55081561622103,"[0.7447061365600691, 0.7402855805243446, 0.7352722772277228, 0.7407407407407407]"
GEN,Gen Digital,Information Technology,Systems Software,,1982,2003-03-25,16332849152,275.9258144674321,"[0.8650571791613723, 0.8739473684210526, 0.8697618329816099, 0.8737482117310443]"
JBL,Jabil,Information Technology,Electronic Manufacturing Services,,1966,2023-12-18,22365327360,271.12376891297384,"[0.1153619776339023, 0.10829347011699614, 0.10523328753211064, 0.10886119173638381]"
BSX,Boston Scientific,Health Care,Health Care Equipment,,1979,1995-02-24,147049037824,270.83526409041804,"[0.7107541649250612, 0.7207162921348315, 0.7143195079640435, 0.7174461641991925]"
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,,1962,1982-08-31,858915274752,264.37077822508945,"[0.24851061330278934, 0.24375390549662487, 0.24140463839525986, 0.25098733487675334]"
CPRT,Copart,Industrials,Diversified Support Services,,1982,2018-07-02,42909216768,261.2567001781461,"[0.4518317144247914, 0.45016088706089447, 0.44889079208314836, 0.4587995558882934]"
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,,1997,2024-06-24,17823928320,254.8951977610007,"[0.6387649785708038, 0.6300980230836134, 0.6371568938968054, 0.6403805330607752]"
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,,1967,1995-03-16,179236585472,249.9030654258557,"[0.47457315278186635, 0.4670211562393936, 0.465115377157262, 0.4732255127260114]"
OMC,Omnicom Group,Communication Services,Advertising,,1986,1997-12-31,15017398272,244.1953856677466,"[0.18639692525383866, 0.18441758211840295, 0.18763952943152473, 0.1952286310131986]"
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,,2011,2011-11-01,35515908096,241.90320674350738,"[0.37514599392665265, 0.3689570885388376, 0.37739949293734154, 0.3801732435033686]"
MOH,Molina Healthcare,Health Care,Managed Health Care,,1980,2022-03-02,10443255808,238.86438760697203,"[0.11650676506765067, 0.12720122094388353, 0.12278726465253018, 0.11810881855172663]"
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,,1905,2007-03-02,15043633152,236.1957451401076,"[0.07383741883477736, 0.06472177359935755, 0.07572682502163758, 0.06962468149051833]"
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,,1981,2009-12-23,54293323776,233.51982580084064,"[0.693019093078759, 0.6972061251578232, 0.6986112662422279, 0.7049526252637677]"
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,,1955,1985-10-31,22832885760,233.0122941486075,"[0.3819591735456742, 0.3731606423131519, 0.3703325550912053, 0.3755856301459413]"
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,,1948,2018-10-01,27052605440,229.60373123845454,"[0.526900222739758, 0.5217253369203827, 0.514656934079129, 0.5204318772429155]"
FAST,Fastenal,Industrials,Trading Companies & Distributors,,1967,2008-09-15,48745594880,229.42213494650684,"[0.4508216273522396, 0.4565995617079777, 0.46067673265908377, 0.4620273170407094]"
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,,"2020 (1853, United Technologies spinoff)",2020-04-03,35829063680,227.45269921362097,"[0.29850641609985273, 0.29509465831515236, 0.2864450127877238, 0.2932577982934676]"
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,,1898,1957-03-04,24593405952,220.89752290849523,"[0.2815940705730705, 0.2794988369634172, 0.2843910968290724, 0.2914837576821773]"
JCI,Johnson Controls,Industrials,Building Products,,1885,2010-08-27,71216766976,220.03040282294208,"[0.35190833042872083, 0.34946934754377323, 0.3435576876483985, 0.3405019435524759]"
KR,Kroger,Consumer Staples,Food Retail,,1883,1957-03-04,45718167552,219.96459312237874,"[0.23113993053431484, 0.22653443438039442, 0.21848399411836122, 0.22448653980041772]"
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,,1989,2012-12-12,47929069568,219.08210775966802,"[0.5870433449586249, 0.5747532827415358, 0.5774917360830206, 0.58008788240335]"
AVGO,Broadcom,Information Technology,Semiconductors,,1961,2014-05-08,1649663672320,218.82396094686513,"[0.7615271260712763, 0.7574471649124767, 0.7700207812547059, 0.761712204007286]"
CNC,Centene Corporation,Health Care,Managed Health Care,,1984,2016-03-30,17322260480,218.75865736619772,"[0.10320044643130906, 0.11243579503763011, 0.11522203850650653, 0.1127065771300662]"
AZO,AutoZone,Consumer Discretionary,Automotive Retail,,1979,1997-01-02,67162783744,217.62228084121523,"[0.530930757736989, 0.5195803063364826, 0.5213223046929559, 0.5275464068187854]"
MCK,McKesson Corporation,Health Care,Health Care Distributors,,1833,1999-01-13,97766129664,217.1080549065388,"[0.0371061492657032, 0.041521147366410854, 0.0446603134678419, 0.049741254555510934]"
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,,1966,1999-06-29,16747171840,214.7469274587263,"[0.22599210171450587, 0.22100248550124274, 0.21409132143937104, 0.22487973570835185]"
UHS,Universal Health Services,Health Care,Health Care Facilities,,1979,2014-09-20,13017929728,214.42728191199456,"[0.8996845766677712, 0.8926739549205236, 0.8899695284181272, 0.8871127359444625]"
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,,1902,1957-03-04,30427815936,212.7160236618031,"[0.06755524377411434, 0.0799808378133816, 0.07454015518531648, 0.07022956281012094]"
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,,2017,2017-07-07,44542017536,211.77952946221308,"[0.20985303101081607, 0.20587312789147652, 0.20797882397428624, 0.19749292751926642]"
MSFT,Microsoft,Information Technology,Systems Software,,1975,1994-06-01,3817525739520,202.2583433081102,"[0.6882374238616519, 0.6976444382797138, 0.6892008588349102, 0.684016744842891]"
PWR,Quanta Services,Industrials,Construction & Engineering,,1997,2009-07-01,64646225920,199.8487106105028,"[0.16348403304299303, 0.1562034202708277, 0.16515274802720853, 0.1701657746294302]"
PTC,PTC Inc.,Information Technology,Application Software,,1985,2021-04-20,24301148160,197.48996746920048,"[0.8497145059848455, 0.8360241729703541, 0.8453924722256274, 0.846187302832789]"
STE,Steris,Health Care,Health Care Equipment,,1985,2019-12-23,23658430464,193.47247645856262,"[0.4401057603102107, 0.43165772828580606, 0.4366423838460972, 0.4458506564493135]"
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,,1938,2014-01-24,29253332992,192.59803719517325,"[0.3625931089828546, 0.3591860421259213, 0.35003893424979887, 0.3516704166684667]"
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,,1925,1973-12-31,18513184768,191.25428099434797,"[0.36291443846055166, 0.3590495010742462, 0.3502947799583209, 0.35156103359156693]"
TTD,Trade Desk (The),Communication Services,Advertising,,2009,2025-07-18,24437364736,186.2752167671413,"[0.8069347124606977, 0.8121400530285903, 0.8218253955678653, 0.814826484976184]"
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,,1975/1977 (1997),1997-09-30,145730011136,186.11509647373998,"[0.6090980853989936, 0.5996765063089016, 0.5981055169675161, 0.6100209913651747]"
SYK,Stryker Corporation,Health Care,Health Care Equipment,,1941,2000-12-12,143143501824,183.17930754014694,"[0.6579774286346537, 0.6562103619865353, 0.647677380887853, 0.6627893383212532]"
IPG,Interpublic Group of Companies (The),Communication Services,Advertising,,1961 (1930),1992-10-01,9665770496,181.17663548355637,"[0.1701974428762498, 0.16660391393386167, 0.168807994289793, 0.18093489702852344]"
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,,1886,1973-06-30,465339252736,180.15624848301505,"[0.6907150336069173, 0.6881950234267664, 0.6925115639454932, 0.7027940055880112]"
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,,1920,1982-09-30,17669566464,180.09675593330286,"[0.5196930545767755, 0.5128124816475148, 0.5053381517811047, 0.5178086359388921]"
KMX,CarMax,Consumer Discretionary,Automotive Retail,,1993,2010-06-28,6299652608,177.16206161251696,"[0.11081222095652102, 0.10243031740983206, 0.095047669565573, 0.10476899169828904]"
GD,General Dynamics,Industrials,Aerospace & Defense,,1899,1957-03-04,89077145600,173.26464516382828,"[0.1543297845586386, 0.1578349735049205, 0.16804121095236887, 0.16657568431724246]"
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,,1960,2020-09-21,21977600000,169.63406126184393,"[0.6205597401307857, 0.6085402298249298, 0.6207496248072532, 0.62402356435435]"
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,1898,1957-03-04,210173870080,161.64525294035965,"[0.5455396607659982, 0.5421390386023985, 0.5303268821187147, 0.5334952311447769]"
POOL,Pool Corporation,Consumer Discretionary,Distributors,,1993,2020-10-07,10830058496,161.19643911389042,"[0.29662228229095605, 0.2995606860479699, 0.3128636588638948, 0.3053661314786056]"
ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,,1957,2009-03-27,86207266816,159.7161577723733,"[0.5119849029944616, 0.5125648152539961, 0.51226771113668, 0.5267241280345102]"
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,,1998,2016-05-23,7729087488,158.26393654913645,"[0.3940090560780216, 0.40465887783066495, 0.410348600906675, 0.40843456337382533]"
IQV,IQVIA,Health Care,Life Sciences Tools & Services,,1982,2017-08-29,34773499904,157.48711245133455,"[0.3489126906848426, 0.34963961558996265, 0.34892435808466343, 0.334510595358224]"
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,,1945,2016-09-06,27793872896,156.5447071529468,"[0.6135623718966284, 0.6045539051856647, 0.6007655160115203, 0.5961744841887825]"
WM,Waste Management,Industrials,Environmental & Facilities Services,,1968,1998-08-31,86801874944,155.08474154677475,"[0.393418846031818, 0.38284539312640753, 0.37587572342369785, 0.3803468852824717]"
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,,1935,2022-02-15,13110511616,154.12572722324916,"[0.5524805375325149, 0.5422611457214247, 0.5507269876051915, 0.5605261854476044]"
AME,Ametek,Industrials,Electrical Components & Equipment,,1930,2013-09-23,42835030016,153.35652860259216,"[0.3567789626547648, 0.3614496092891412, 0.34879416895779713, 0.3448317267386326]"
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,,1938,1995-05-31,21889087488,149.70847721270226,"[0.21881805460100856, 0.21374012291483757, 0.20111939586948646, 0.2071651090342679]"
SNPS,Synopsys,Information Technology,Application Software,,1986,2017-03-16,83148537856,145.53035759689323,"[0.8422730159890695, 0.8508807987342644, 0.8524074498549954, 0.8353976613347674]"
LHX,L3Harris,Industrials,Aerospace & Defense,,"2019 (L3 1997, Harris 1895)",2008-09-22,53110599680,143.72554204908408,"[0.28295427901524034, 0.2879653947165148, 0.2887703668971984, 0.30178511283260356]"
YUM,Yum! Brands,Consumer Discretionary,Restaurants,,1997,1997-10-06,40312057856,143.34933002634747,"[0.4747648695191416, 0.49406444318824194, 0.48333820520315696, 0.48086269744835963]"
PAYX,Paychex,Industrials,Human Resource & Employment Services,,1971,1998-10-01,45548204032,139.7855128160318,"[0.7235314177001633, 0.7197393100051153, 0.7098120668650516, 0.7059002103345837]"
DD,DuPont,Materials,Specialty Chemicals,,2017 (1802),2019-06-03,33317285888,136.9647668986755,"[0.4122396253834975, 0.39608882996353995, 0.3964047015441346, 0.4091198472067484]"
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,,1961,2015-07-01,15696688128,136.64114011570658,"[0.17068943322210828, 0.17226786513911313, 0.16690476352806558, 0.1536630994201163]"
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,,2011,2018-01-03,10988161024,134.50786163750126,"[0.12570437798006068, 0.14370525580583202, 0.1348819782690146, 0.14363712725745484]"
PAYC,Paycom,Industrials,Human Resource & Employment Services,,1998,2020-01-28,11290135552,131.46855897258757,"[0.8580076465590484, 0.8678632579559544, 0.8765270506108203, 0.876388409927202]"
FFIV,"F5, Inc.",Information Technology,Communications Equipment,,1996,2010-12-20,17285853184,130.6958454786381,"[0.8019803843586211, 0.78909621142562, 0.7998301089268857, 0.810577333779926]"
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,,1989,2013-09-23,106866188288,130.0923943104616,"[0.8611174127276522, 0.8721071616747051, 0.879035237999261, 0.8806242078580482]"
NOW,ServiceNow,Information Technology,Systems Software,,2003,2019-11-21,187514175488,128.85139527753643,"[0.791788055353241, 0.7858655668264407, 0.7828847481021394, 0.7705223880597015]"
HSIC,Henry Schein,Health Care,Health Care Distributors,,1932,2015-03-17,7637484032,128.71489019807166,"[0.31823561903258896, 0.3138828106005349, 0.30386652961176563, 0.2986855898717845]"
MTCH,Match Group,Communication Services,Interactive Media & Services,,1986,2021-09-20,7803376128,128.18827733657216,"[0.7151001056799602, 0.7164473574708189, 0.6989619746095997, 0.7186623970888388]"
IT,Gartner,Information Technology,IT Consulting & Other Services,,1979,2017-04-05,17853198336,128.11894899996312,"[0.677215679648263, 0.6777968212392305, 0.6906832295868073, 0.6949504453140942]"
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,,1939,2012-12-03,23274010624,126.78180877176483,"[0.29590775781568485, 0.3028828291943093, 0.31233031547769113, 0.315980833565334]"
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,,1999 (1869),2019-02-27,33190559744,126.2493868775712,"[0.3390776932704342, 0.32034721504598535, 0.3198995455632624, 0.3225517770391204]"
ABT,Abbott Laboratories,Health Care,Health Care Equipment,,1888,1957-03-04,223718588416,125.26034584236268,"[0.586030989272944, 0.5836844598469172, 0.5902228941882574, 0.6042716192687173]"
HON,Honeywell,Industrials,Industrial Conglomerates,,1906,1957-03-04,128858611712,125.07587396614834,"[0.3808509532962751, 0.3727838088483989, 0.3699035696159702, 0.35854268434519654]"
NXPI,NXP Semiconductors,Information Technology,Semiconductors,,1953,2021-03-22,54040764416,123.65243741165912,"[0.6269224671000476, 0.6296324194034347, 0.6253691783415373, 0.6089668263581307]"
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,,1983,2017-01-05,50834984960,122.10432395897838,"[0.6103719200801333, 0.5981966990562293, 0.5952317032753605, 0.5876268909235669]"
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",,2016,2024-09-23,100255244288,122.05631669172799,"[0.22235708979040883, 0.23826972010178116, 0.22175736307562977, 0.21632064191626235]"
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,,1934,2019-12-09,29011609600,120.74344067561749,"[0.34786914791712886, 0.35324672800841167, 0.3603990813531527, 0.3376996260507335]"
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,,1988,2013-05-01,61266038784,120.07311937016857,"[0.8612519363469934, 0.8615710669960053, 0.8718136187761338, 0.848335894771555]"
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,,1995,2006-02-01,24733661184,119.52567026519597,"[0.8771028637472711, 0.8678588172259059, 0.8591480103866938, 0.8554534498342874]"
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,,1870,1982-10-31,13540591616,119.20057116615956,"[0.5894339622641509, 0.6045955002393489, 0.5898770104068117, 0.6079328756674295]"
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,,1935,1987-12-31,12433385472,118.58525128657499,"[0.289034571764679, 0.2722881771337709, 0.2659719226046265, 0.2750615463292223]"
RSG,Republic Services,Industrials,Environmental & Facilities Services,,1998 (1981),2008-12-05,68631281664,116.2748433179713,"[0.42346556886227543, 0.40895422652856667, 0.39930427059433055, 0.41080123948649844]"
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,,1958,2002-01-02,19916177408,115.22860979717794,"[0.6432292326865958, 0.6408232129713816, 0.6217558402614305, 0.6295611359307708]"
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,1927,1998-05-29,70809772032,114.5190752002864,"[0.21553784860557768, 0.22650023194028593, 0.2293842969238916, 0.20754853142815904]"
INCY,Incyte,Health Care,Biotechnology,,1991,2017-02-28,17100332032,114.37790867550525,"[0.9264126310915004, 0.9309999407411256, 0.9390214264567472, 0.949438211653546]"
CRWD,CrowdStrike,Information Technology,Systems Software,,2011,2024-06-24,121625403392,114.21407824791996,"[0.749222232564351, 0.7526724277586232, 0.7317413248760951, 0.7359998732427938]"
QCOM,Qualcomm,Information Technology,Semiconductors,,1985,1999-07-22,176362553344,112.82173301728062,"[0.5621374672758072, 0.5569793411501954, 0.5783936651583711, 0.5751057617827564]"
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,,1879,1957-03-04,308429029376,111.47615821875137,"[0.29432202425884374, 0.3066887407129037, 0.3138594161642987, 0.29196817603434316]"
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,,1856,1957-03-04,25812019200,111.28139883008302,"[0.345519485184691, 0.3490975565537941, 0.325755690696818, 0.33708563245019163]"
UNH,UnitedHealth Group,Health Care,Managed Health Care,,1977,1994-07-01,322963210240,109.73799753645018,"[0.2233422771174034, 0.2447594598812772, 0.24560867714291001, 0.2421861145978574]"
APH,Amphenol,Information Technology,Electronic Components,,1932,2008-09-30,153408733184,108.91981389126151,"[0.3376339282781635, 0.3253044676495655, 0.3191158995484433, 0.3127718065886377]"
GEHC,GE HealthCare,Health Care,Health Care Equipment,,1994,2023-01-04,33808420864,108.66270686804619,"[0.4170902806018707, 0.4051759410801964, 0.39141813423477456, 0.4079613306795564]"
BIIB,Biogen,Health Care,Biotechnology,,1978,2003-11-13,20965885952,108.43472870089084,"[0.7846298535536745, 0.7682703647972671, 0.791043309021566, 0.7720480435633827]"
HCA,HCA Healthcare,Health Care,Health Care Facilities,,1968,2015-01-27,99718676480,108.42560709726641,"[0.40618670594733935, 0.3937169067848787, 0.384789069114937, 0.38282952069716775]"
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,2008,2023-09-18,77086588928,108.3907731850786,"[0.8308412898576834, 0.8282746798426943, 0.8215263721871652, 0.8070761014686249]"
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,,2014 (1939),2018-11-06,27873366016,107.36994418381649,"[0.6292428198433421, 0.6464128843338214, 0.6365313653136532, 0.6211293260473588]"
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,,1982,2009-12-21,50836119552,106.0770628933598,"[0.2777534276113092, 0.2736102538648956, 0.25404591580293123, 0.2752838777084922]"
PHM,PulteGroup,Consumer Discretionary,Homebuilding,,1956,1984-04-30,24553680896,103.15945167749652,"[0.29533335747856876, 0.2982129775791644, 0.30583668203276404, 0.27923668895562676]"
LDOS,Leidos,Industrials,Diversified Support Services,,1969,2019-08-09,23672139776,103.08143208017687,"[0.16792701956547834, 0.14535561601243685, 0.14476243400944708, 0.14661134163208853]"
KVUE,Kenvue,Consumer Staples,Personal Care Products,,2022 (Johnson & Johnson spinoff),2023-08-25,29342578688,102.41967120199735,"[0.5796829505014558, 0.5596348096348096, 0.554180602006689, 0.5592533545901421]"
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",,1939 (2015),1974-12-31,25582790656,102.13954942753459,"[0.23021340951100655, 0.2235377340928553, 0.2037037037037037, 0.2212102111566341]"
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,,1980,2019-09-26,21107517440,100.13970888957705,"[0.2554183966703501, 0.2604845216341795, 0.27291114770360686, 0.24516699684701024]"
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,,1998,2006-04-03,3066071089152,99.64450147082043,"[0.5820043540617911, 0.566250479840205, 0.5537944250378312, 0.5693980290098084]"
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,,1998,2014-04-03,3066070827008,99.64450147082043,"[0.5820043540617911, 0.566250479840205, 0.5537944250378312, 0.5693980290098084]"
COO,Cooper Companies (The),Health Care,Health Care Supplies,,1958,2016-09-23,14308279296,99.29252430939293,"[0.710992452636443, 0.7067238116442168, 0.6970741143755289, 0.7250641573994867]"
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",,2015,2015-11-02,30294573056,98.39615515693626,"[0.4041225478806386, 0.4313368800411876, 0.41033829309376757, 0.41819032536711775]"
RTX,RTX Corporation,Industrials,Aerospace & Defense,,1922,1957-03-04,211422674944,98.13404375104581,"[0.19086427704426664, 0.1754062681369704, 0.2037749351462564, 0.1939957756103622]"
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,,1923,1976-06-30,198977339392,96.2965384633621,"[0.3575157890128173, 0.33405700915656145, 0.3423635792171369, 0.3305793704945267]"
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,,1818,2023-03-15,19506046976,95.56198454615962,"[0.06388867967161256, 0.08137386630836413, 0.05476558781532603, 0.056853529889099266]"
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,,1969,1998-11-18,149697740800,94.99656351511942,"[0.5950157068062827, 0.5874424445374634, 0.6075892354464587, 0.614426255947101]"
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,,1995,2008-06-02,159927123968,94.48201942232637,"[0.6745848349516887, 0.6638733313681728, 0.6743595512841117, 0.6932453021838497]"
SBUX,Starbucks,Consumer Discretionary,Restaurants,,1971,2000-06-07,97028718592,93.04279804047907,"[0.2705895035962871, 0.2761288206451039, 0.2620936859502082, 0.2915769116948721]"
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,,2007,2011-10-17,65886466048,93.03436614033647,"[0.3443357526033449, 0.31526755644255955, 0.32209323751612307, 0.3274810694900489]"
AXON,Axon Enterprise,Industrials,Aerospace & Defense,,1993,2023-05-04,52651356160,92.95957545182607,"[0.596093398113637, 0.6121955610915365, 0.6116474594888737, 0.6265020888808069]"
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,,1903,2000-03-12,39088943104,92.95581221491925,"[0.386413687955277, 0.41035548686244205, 0.3997216638317613, 0.4141109554977563]"
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,1886,1957-03-04,294542999552,92.95175966105938,"[0.6106330082233696, 0.5952266468505486, 0.5814342851827737, 0.6027163368257664]"
URI,United Rentals,Industrials,Trading Companies & Distributors,,1997,2014-09-20,63078207488,92.74170188952468,"[0.5614858260019551, 0.5695646106614569, 0.5883009792131936, 0.5623713462330177]"
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,,2016,2016-07-01,16463447040,92.68325913241692,"[0.5987034243717706, 0.5925675564275469, 0.5773383456065365, 0.572268635697566]"
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,,1919,1957-03-04,18987450368,91.27307649150472,"[0.18745641562064155, 0.18941697801720392, 0.16322609252598907, 0.188558352402746]"
MCD,McDonald's,Consumer Discretionary,Restaurants,,1940,1970-06-30,219854389248,91.06120731725468,"[0.6311728395061729, 0.6338497744655814, 0.6344577689586748, 0.6079602461363568]"
TYL,Tyler Technologies,Information Technology,Application Software,,1966,2020-06-22,21873170432,91.0581094156397,"[0.4811027957206534, 0.490448832868537, 0.4834823619449531, 0.5091010602988029]"
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,,1908,2013-06-06,55582306304,90.96124598411627,"[0.12486529166355459, 0.11136974662771616, 0.13386288959071044, 0.14076721993008096]"
PLTR,Palantir Technologies,Information Technology,Application Software,,2003,2024-09-23,422632816640,90.3033958484532,"[0.8024817248745161, 0.8062459887856784, 0.7856365934525474, 0.7798777992449522]"
MDT,Medtronic,Health Care,Health Care Equipment,,1949,1986-10-31,122855645184,90.12654197908849,"[0.6845871723767779, 0.6829192930416512, 0.6887309059467768, 0.7105661806476046]"
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,,1919,1983-08-31,8878205952,90.04109520933164,"[0.2586370212179664, 0.27661004572272613, 0.26592815834487255, 0.2460839639733354]"
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,,1962,2018-06-18,26727686144,89.92510753415367,"[0.31017113991668, 0.2972121472920637, 0.29457671302941807, 0.27888809094253036]"
DPZ,Domino's,Consumer Discretionary,Restaurants,,1960,2020-05-12,14063850496,88.916727762524,"[0.39276213577380326, 0.38563941529120915, 0.36335653287807035, 0.38744491233594186]"
VLTO,Veralto,Industrials,Environmental & Facilities Services,,2023,2023-10-02,25501009920,88.58984002315295,"[0.5979202772963604, 0.5777733519219279, 0.5667351129363449, 0.5772340425531914]"
