Ticker,Full Name,ROIC History,ROIC Changes,ROIC Power
KEYS,"Keysight Technologies, Inc.","[np.float64(0.12752602571953459), np.float64(0.20259585260331195), np.float64(0.23958333333333334), np.float64(0.21205576281170233)]","[0.07506982688377736, 0.036987480730021394, -0.027527570521631017]",23.614959807303965
KMB,Kimberly-Clark Corporation,"[np.float64(0.40230605339014913), np.float64(0.29307326831707925), np.float64(0.33370674632810554), np.float64(0.34210526315789475)]","[-0.10923278507306988, 0.04063347801102629, 0.008398516829789204]",15.525897160966316
KIM,Kimco Realty Corporation,"[np.float64(0.05650119700217306), np.float64(0.06421624805977111), np.float64(0.05681352012758386), np.float64(0.04099644653531396)]","[0.007715051057598045, -0.007402727932187249, -0.0158170735922699]",102.71146059350143
KMI,"Kinder Morgan, Inc.","[np.float64(0.11858904998917984), np.float64(0.10944801026957637), np.float64(0.1041133080626985), np.float64(0.0772614063907583)]","[-0.009141039719603464, -0.005334702206877873, -0.026851901671940195]",106.65742512248049
KKR,KKR & Co. Inc.,"[np.float64(0.002590919630152652), np.float64(-0.008617669250518059), np.float64(0.014454537218068303), np.float64(0.0014221424149336158)]","[-0.011208588880670712, 0.023072206468586362, -0.013032394803134686]",60.2166708611773
KLAC,KLA Corporation,"[np.float64(-0.0006702932065715163), np.float64(-0.0015914606639696445), np.float64(0.004779519091285002), np.float64(-0.00212380154153005)]","[-0.0009211674573981282, 0.006370979755254647, -0.006903320632815053]",184.22993200811212
KHC,The Kraft Heinz Company,"[np.float64(0.029746544593304818), np.float64(0.07915649509167402), np.float64(0.06276555321427338), np.float64(0.05912912707635518)]","[0.0494099504983692, -0.016390941877400644, -0.003636426137918196]",35.09707500389283
KR,The Kroger Co.,"[np.float64(0.15891168820445067), np.float64(0.11193463248852091), np.float64(0.15140173198297371), np.float64(0.13501863932898417)]","[-0.046977055715929764, 0.039467099494452804, -0.016383092653989545]",27.941359867553572
LHX,"L3Harris Technologies, Inc.","[np.float64(0.07048361017198294), np.float64(0.05314351731077405), np.float64(0.04618852459016393), np.float64(0.088353581901969)]","[-0.017340092861208897, -0.006954992720610113, 0.04216505731180507]",38.53287982659033
LH,Labcorp Holdings Inc.,"[np.float64(0.09535216334552984), np.float64(0.06527704058223953), np.float64(0.10887524632408671), np.float64(0.23312864669761182)]","[-0.030075122763290316, 0.04359820574184718, 0.12425340037352511]",15.866507145688743
LRCX,Lam Research Corporation,"[np.float64(0.3591571635474622), np.float64(0.33110333585652063), np.float64(0.417492733009603), np.float64(0.49633495878725)]","[-0.028053827690941557, 0.08638939715308236, 0.07884222577764699]",19.134700890832132
LW,"Lamb Weston Holdings, Inc.","[np.float64(0.2069577122942403), np.float64(0.3122307218851666), np.float64(0.31827530218293343), np.float64(0.4194035485088713)]","[0.10527300959092631, 0.006044580297766833, 0.10112824632593787]",21.819270262448757
LVS,Las Vegas Sands Corp.,"[np.float64(0.26805044079901796), np.float64(0.2712878254750176), np.float64(-0.10478962688541943), np.float64(-0.1431539580303345)]","[0.003237384675999655, -0.37607745236043705, -0.03836433114491508]",5.887327915874231
LDOS,"Leidos Holdings, Inc.","[np.float64(0.22516637909785556), np.float64(0.08567880794701986), np.float64(0.1310843373493976), np.float64(0.15211937145120824)]","[-0.1394875711508357, 0.04540552940237773, 0.02103503410181065]",12.192011037143477
LEN,Lennar Corporation,"[np.float64(0.004877855198469291), np.float64(-0.0015024688029488342), np.float64(-0.0031591675515184867), np.float64(0.005421971222710185)]","[-0.006380324001418125, -0.0016566987485696525, 0.008581138774228671]",160.13469595210884
LII,Lennox International Inc.,"[np.float64(0.47829905246128956), np.float64(0.607815985845065), np.float64(0.4712049403992532), np.float64(1.0576957534492026)]","[0.12951693338377546, -0.13661104544581182, 0.5864908130499494]",3.348820174626934
LLY,Eli Lilly and Company,"[np.float64(-0.0005955702702575958), np.float64(-0.0008569878580282989), np.float64(-0.0005122950819672131), np.float64(0.0021233088918723537)]","[-0.0002614175877707031, 0.0003446927760610858, 0.002635603973839567]",801.5439334292854
LIN,Linde plc,"[np.float64(0.15981270358306188), np.float64(0.14123776666901358), np.float64(0.0927833269968548), np.float64(0.08435447836977862)]","[-0.018574936914048296, -0.048454439672158775, -0.008428848627076185]",58.8600229511282
LYV,"Live Nation Entertainment, Inc.","[np.float64(0.07294241626586423), np.float64(0.09519992516911534), np.float64(0.07963391588593119), np.float64(-0.05788157090775709)]","[0.022257508903251108, -0.015566009283184148, -0.13751548679368827]",14.668268813945199
LKQ,LKQ Corporation,"[np.float64(0.13480998425905105), np.float64(0.14285714285714285), np.float64(0.20368461736665808), np.float64(0.18480441323971916)]","[0.008047158598091797, 0.06082747450951523, -0.018880204126938915]",30.205861764084993
LMT,Lockheed Martin Corporation,"[np.float64(0.2723177882188483), np.float64(0.3578579841830725), np.float64(0.33188884029738003), np.float64(0.36556339156916173)]","[0.08554019596422424, -0.02596914388569249, 0.033674551271781705]",21.948886662338104
LOW,"Lowe's Companies, Inc.","[np.float64(2.312417145382236), np.float64(22.31081081081081), np.float64(1.9324709910595397), np.float64(0.8142337732291948)]","[19.998393665428573, -20.37833981975127, -1.118237217830345]",0.060644506856556285
LULU,lululemon athletica inc.,"[np.float64(0.40652633160368395), np.float64(0.3637304458788179), np.float64(0.2862333244343834), np.float64(0.32164843753769257)]","[-0.042795885724866034, -0.07749712144443455, 0.03541511310330919]",21.17601458174986
LYB,LyondellBasell Industries N.V.,"[np.float64(0.09417923599232883), np.float64(0.15107878068091846), np.float64(0.2615495052043275), np.float64(0.35243001352898323)]","[0.056899544688589626, 0.11047072452340906, 0.09088050832465572]",45.18382938025024
MPC,Marathon Petroleum Corporation,"[np.float64(0.3895875297149182), np.float64(0.08352920608403426)]",[-0.306058323630884],inf
MAR,"Marriott International, Inc.","[np.float64(0.6659006540569207), np.float64(0.5457627118644067), np.float64(0.4378398887062097), np.float64(0.2237565528704769)]","[-0.12013794219251395, -0.10792282315819701, -0.2140833358357328]",21.08445394979865
MMC,"Marsh & McLennan Companies, Inc.","[np.float64(0.1759900765437328), np.float64(0.16421576247473962), np.float64(0.1497498338056751), np.float64(0.24121727455806669)]","[-0.01177431406899318, -0.014465928669064515, 0.09146744075239158]",20.277685291458855
MLM,"Martin Marietta Materials, Inc.","[np.float64(0.2584988540870894), np.float64(0.17336519661090594), np.float64(0.14004919706674093), np.float64(0.13357658226111765)]","[-0.08513365747618346, -0.033315999544165004, -0.006472614805623278]",30.629477053309596
MAS,Masco Corporation,"[np.float64(0.9044459190444591), np.float64(0.74434014356709), np.float64(0.7874924104432302), np.float64(0.6965790778383738)]","[-0.16010577547736915, 0.043152266876140155, -0.09091333260485635]",11.851597954925763
MA,Mastercard Incorporated,"[np.float64(0.605478919759083), np.float64(0.6022097072352866), np.float64(0.5968464084095776), np.float64(0.49003596772625646)]","[-0.0032692125237964165, -0.005363298825708962, -0.10681044068332113]",20.693743283281545
MTCH,"Match Group, Inc.","[np.float64(1.6947410889988554), np.float64(1.7883849072060387), np.float64(2.607976786699954), np.float64(0.8746714894429878)]","[0.09364381820718326, 0.8195918794939152, -1.7333052972569662]",0.9310653490759028
MKC,"McCormick & Company, Incorporated","[np.float64(0.1293111859115079), np.float64(0.1176916308173641), np.float64(0.10620296128683163), np.float64(0.13270495339442825)]","[-0.011619555094143794, -0.011488669530532472, 0.026501992107596628]",55.74167315152493
MCD,McDonald's Corporation,"[np.float64(183.0), np.float64(5.412174721189591), np.float64(-4.257029936855495), np.float64(-17.824440619621342)]","[-177.5878252788104, -9.669204658045086, -13.567410682765846]",0.012778741939942483
MCK,McKesson Corporation,"[np.float64(0.07381071607411116), np.float64(0.07701249064186926), np.float64(0.09428196354402049), np.float64(0.04366456699661482)]","[0.003201774567758095, 0.017269472902151237, -0.05061739654740567]",34.1814474905736
MDT,Medtronic plc,"[np.float64(0.0974073771162182), np.float64(0.08403992876864513), np.float64(0.09033862573292048), np.float64(0.0883346642914184)]","[-0.013367448347573072, 0.0062986969642753465, -0.0020039614415020834]",124.05379552028373
MRK,"Merck & Co., Inc.","[np.float64(0.014613862445181303), np.float64(0.005447741161237348), np.float64(0.013656343798455126), np.float64(0.00753271419144039)]","[-0.009166121283943954, 0.008208602637217777, -0.0061236296070147364]",131.99722192779106
META,"Meta Platforms, Inc.","[np.float64(0.32085759342931003), np.float64(0.25253338230845684), np.float64(0.18949973484178895), np.float64(0.3201953237360801)]","[-0.06832421112085318, -0.0630336474666679, 0.13069558889429117]",10.799482571594204
MTD,Mettler-Toledo International Inc.,"[np.float64(0.004389692529455883), np.float64(0.004020776923494682), np.float64(0.0079486645902344), np.float64(0.00235667422127699)]","[-0.0003689156059612014, 0.003927887666739719, -0.005591990368957411]",256.89761543702264
MGM,MGM Resorts International,"[np.float64(0.21076528369165903), np.float64(0.2524160383390078), np.float64(0.14562108946806396), np.float64(0.15643338857165962)]","[0.04165075464734874, -0.10679494887094382, 0.010812299103595657]",15.634629983745896
MCHP,Microchip Technology Incorporated,"[np.float64(0.03598756285374208), np.float64(0.2801508085254762), np.float64(0.32349826623201344), np.float64(0.25358523677644024)]","[0.2441632456717341, 0.04334745770653725, -0.0699130294555732]",7.699934829377976
MU,"Micron Technology, Inc.","[np.float64(0.023979845160815756), np.float64(-0.11752071187480823), np.float64(0.16888904362357693), np.float64(0.12476914828127172)]","[-0.14150055703562398, 0.28640975549838515, -0.044119895342305204]",5.46050490859867
MSFT,Microsoft Corporation,"[np.float64(0.2651718496297687), np.float64(0.27791590372889274), np.float64(0.2852158055494697), np.float64(0.31871311500473964)]","[0.012744054099124047, 0.007299901820576937, 0.033497309455269964]",88.5946716899306
MAA,"Mid-America Apartment Communities, Inc.","[np.float64(0.00023627995133917908), np.float64(0.004236863853947008), np.float64(-0.006310617788398321), np.float64(0.005008796641851686)]","[0.004000583902607829, -0.010547481642345329, 0.011319414430250006]",110.03173720175155
MRNA,"Moderna, Inc.","[np.float64(-0.3009842069123369), np.float64(-0.2512893473234928), np.float64(0.39174914746735423), np.float64(0.5713058050100975)]","[0.04969485958884412, 0.643038494790847, 0.1795566575427433]",3.9265664615258435
MHK,"Mohawk Industries, Inc.","[np.float64(0.06791342431470691), np.float64(-0.026709976798143853), np.float64(0.02202341426231618), np.float64(0.11736803084705348)]","[-0.09462340111285077, 0.048733391060460034, 0.09534461658473731]",12.37056879700776
MOH,"Molina Healthcare, Inc.","[np.float64(0.13775016139444804), np.float64(0.12702899135912138), np.float64(0.11946226703330277), np.float64(0.1054045675312597)]","[-0.01072117003532666, -0.007566724325818605, -0.01405769950204308]",377.31904478112426
TAP,Molson Coors Beverage Company,"[np.float64(0.10626807048169767), np.float64(0.08205297899895594), np.float64(0.00966815218592317), np.float64(0.08413599208621857)]","[-0.02421509148274173, -0.07238482681303278, 0.0744678399002954]",16.360414608866535
MDLZ,"Mondelez International, Inc.","[np.float64(0.13643107489195175), np.float64(0.11612739821439878), np.float64(0.08096034455109849), np.float64(0.10991944437882403)]","[-0.020303676677552965, -0.03516705366330029, 0.028959099827725543]",36.48807639227965
MPWR,"Monolithic Power Systems, Inc.","[np.float64(0.15677489453058918), np.float64(0.21082778184784598), np.float64(0.27266276121867367), np.float64(0.17840222063743388)]","[0.0540528873172568, 0.061834979370827686, -0.09426054058123978]",13.923663102295455
MNST,Monster Beverage Corporation,"[np.float64(0.2735973291896502), np.float64(0.20801543443204376), np.float64(0.1974233523055072), np.float64(0.2386431965790882)]","[-0.06558189475760642, -0.010592082126536562, 0.041219844273581]",22.93154023666016
MCO,Moody's Corporation,"[np.float64(0.3925450573457127), np.float64(0.3575970548862115), np.float64(0.3718404423380727), np.float64(0.5254988913525499)]","[-0.03494800245950119, 0.014243387451861156, 0.15365844901447723]",12.518623812308926
MOS,The Mosaic Company,"[np.float64(0.039370328138857213), np.float64(0.0820593015055346), np.float64(0.2699289259927798), np.float64(0.1588900546476226)]","[0.04268897336667739, 0.1878696244872452, -0.11103887134515719]",8.193664745351535
MSI,"Motorola Solutions, Inc.","[np.float64(0.39681133746678476), np.float64(0.35428571428571426), np.float64(0.3540822852270305), np.float64(0.4126237623762376)]","[-0.042525623181070504, -0.00020342905868375727, 0.0585414771492071]",24.13031514156302
MSCI,MSCI Inc.,"[np.float64(2.367383920564634), np.float64(1.7813951812840216), np.float64(4.977864980503046), np.float64(0.9864410052691108)]","[-0.5859887392806125, 3.1964697992190247, -3.9914239752339356]",0.34062374746069607
NDAQ,"Nasdaq, Inc.","[np.float64(0.09412626950057586), np.float64(0.07948821277453154), np.float64(0.10427361824121609), np.float64(0.10093156825663654)]","[-0.014638056726044318, 0.02478540546668455, -0.0033420499845795426]",60.32710088623114
NTAP,"NetApp, Inc.","[np.float64(0.23447913012977903), np.float64(0.23115003808073115), np.float64(0.22006052745352356), np.float64(0.24149446879565853)]","[-0.0033290920490478826, -0.011089510627207588, 0.02143394134213497]",72.10191077891895
NFLX,"Netflix, Inc.","[np.float64(0.2934624548370661), np.float64(0.23613740895776042), np.float64(0.19620863249835632), np.float64(0.25451781301618925)]","[-0.0573250458793057, -0.0399287764594041, 0.05830918051783293]",19.643286273291366
NEM,Newmont Corporation,"[np.float64(-0.00013279507064697759), np.float64(0.0004261000482913388), np.float64(0.0007124092791308607), np.float64(-0.0004487048745665919)]","[0.0005588951189383165, 0.00028630923083952187, -0.0011611141536974525]",1324.820411769698
NWSA,News Corporation,"[np.float64(0.00025006251562890725), np.float64(-0.0038123653240510523), np.float64(0.000990916597853014), np.float64(-0.00197441162533565)]","[-0.00406242783967996, 0.0048032819219040665, -0.0029653282231886643]",253.40536724825083
NWS,News Corporation,"[np.float64(0.00025006251562890725), np.float64(-0.0038123653240510523), np.float64(0.000990916597853014), np.float64(-0.00197441162533565)]","[-0.00406242783967996, 0.0048032819219040665, -0.0029653282231886643]",253.40536724825083
NEE,"NextEra Energy, Inc.","[np.float64(0.0867472394915097), np.float64(0.11768425166978974), np.float64(0.05360497038000289), np.float64(0.04616042848540551)]","[0.030937012178280043, -0.06407928128978685, -0.007444541894597381]",25.622564145336547
NKE,"NIKE, Inc.","[np.float64(0.003196097396862778), np.float64(0.009111617312072893), np.float64(0.012037833190025795), np.float64(0.006958594440813502)]","[0.0059155199152101145, 0.0029262158779529025, -0.005079238749212293]",215.43855894838876
NI,NiSource Inc.,"[np.float64(0.0984663469019125), np.float64(0.08411572973885491), np.float64(0.10076180317298584), np.float64(0.10049804872693156)]","[-0.014350617163057591, 0.016646073434130937, -0.0002637544460542818]",78.91521843602614
NDSN,Nordson Corporation,"[np.float64(0.19476031946424233), np.float64(0.2115501506375959), np.float64(0.22449815858834268), np.float64(0.2361763608244731)]","[0.016789831173353587, 0.01294800795074677, 0.01167820223613042]",460.17486464622925
NSC,Norfolk Southern Corporation,"[np.float64(0.2280544507310515), np.float64(0.18497372348017907), np.float64(0.3126381484852425), np.float64(0.27515159014973395)]","[-0.04308072725087242, 0.12766442500506345, -0.03748655833550857]",12.625559391650082
NOC,Northrop Grumman Corporation,"[np.float64(0.14854850771636413), np.float64(0.09488723491790403), np.float64(0.1338711476263058), np.float64(0.2516476665479159)]","[-0.0536612727984601, 0.03898391270840178, 0.11777651892161012]",14.272399328186284
NCLH,Norwegian Cruise Line Holdings Ltd.,"[np.float64(0.20341995008814504), np.float64(0.14684278338318998), np.float64(-0.30287392733244567), np.float64(-0.4141350058298754)]","[-0.05657716670495505, -0.4497167107156357, -0.11126107849742972]",5.751167140704696
NRG,"NRG Energy, Inc.","[np.float64(0.21468426180143477), np.float64(0.03095276479123005), np.float64(0.12004759071980964), np.float64(0.29014329135909683)]","[-0.18373149701020472, 0.08909482592857959, 0.1700957006392872]",6.606759182165807
NUE,Nucor Corporation,"[np.float64(0.11286656058195044), np.float64(0.23317613593831873), np.float64(0.43958802743973235), np.float64(0.47157063837244356)]","[0.1203095753563683, 0.20641189150141362, 0.03198261093271121]",14.042500957098675
NVDA,NVIDIA Corporation,"[np.float64(0.8364963953416723), np.float64(0.6150459810852655), np.float64(0.1473625453530561), np.float64(0.3244579442272272)]","[-0.22145041425640677, -0.46768343573220944, 0.17709539887417108]",3.7641148059681218
NVR,"NVR, Inc.","[np.float64(0.37077845120131453), np.float64(0.32616889469236277), np.float64(0.4661604594933616), np.float64(0.3464770345374447)]","[-0.044609556508951764, 0.13999156480099884, -0.11968342495591688]",9.165070003692762
NXPI,NXP Semiconductors N.V.,"[np.float64(0.2705677409137699), np.float64(0.28008568586948207), np.float64(0.34486830154405085), np.float64(0.2800910865322056)]","[0.009517944955712176, 0.06478261567456878, -0.06477721501184525]",18.838623285034803
ORLY,"O'Reilly Automotive, Inc.","[np.float64(0.4703271328182504), np.float64(0.5380505988188262), np.float64(0.49216375301616755), np.float64(0.5022506143047613)]","[0.06772346600057583, -0.04588684580265867, 0.010086861288593707]",21.559682800718313
OXY,Occidental Petroleum Corporation,"[np.float64(-0.027445122414360583), np.float64(-0.033587019713545795), np.float64(-0.03717147743534257)]","[-0.006141897299185212, -0.0035844577217967744]",782.0321612611963
ODFL,"Old Dominion Freight Line, Inc.","[np.float64(0.32266671849403056), np.float64(0.34163114847800163), np.float64(0.4400572834358586), np.float64(0.3358079710118698)]","[0.018964429983971076, 0.09842613495785696, -0.10424931242398877]",11.992986072884108
OMC,Omnicom Group Inc.,"[np.float64(0.1059175234689316), np.float64(0.10077229874986235), np.float64(0.10843687051389489), np.float64(0.10803039537581346)]","[-0.005145224719069252, 0.007664571764032541, -0.00040647513808142466]",189.09917210767904
ON,ON Semiconductor Corporation,"[np.float64(0.17416964716778496), np.float64(0.2542717493639951), np.float64(0.2854240239949688), np.float64(0.20944077556198964)]","[0.08010210219621014, 0.031152274630973698, -0.07598324843297916]",15.341958758413567
OKE,"ONEOK, Inc.","[np.float64(0.18579621629673768), np.float64(0.20425361155698235), np.float64(0.2940806705081194), np.float64(0.2821805994968142)]","[0.018457395260244674, 0.08982705895113707, -0.011900071011305247]",23.45209509403423
ORCL,Oracle Corporation,"[np.float64(0.3297396105349549), np.float64(0.376455876222936), np.float64(0.5312423922746085), np.float64(0.7950229207596594)]","[0.04671626568798115, 0.15478651605167243, 0.26378052848505096]",11.284595250495025
OTIS,Otis Worldwide Corporation,"[np.float64(0.6646805693478981), np.float64(1.2427515633882888), np.float64(0.9329967875172097), np.float64(0.6460312595770763)]","[0.5780709940403908, -0.30975477587107914, -0.2869655279401334]",2.4197938502416885
PCAR,PACCAR Inc,"[np.float64(0.1605270842698288), np.float64(0.2072544638967213), np.float64(0.1617272715282449), np.float64(0.11719368793029915)]","[0.046727379626892496, -0.04552719236847641, -0.04453358359794575]",23.117683943482614
PKG,Packaging Corporation of America,"[np.float64(0.20373316560603819), np.float64(0.2042751282538476), np.float64(0.3127504072557566), np.float64(0.2763579697239537)]","[0.0005419626478094242, 0.10847527900190898, -0.03639243753180288]",16.269687199595136
PLTR,Palantir Technologies Inc.,"[np.float64(0.05096573720224779), np.float64(0.02785383643260259), np.float64(-0.04990159046402619), np.float64(-0.13928611486396048)]","[-0.023111900769645203, -0.07775542689662877, -0.08938452439993429]",34.610545751023025
PANW,"Palo Alto Networks, Inc.","[np.float64(0.07860286863474235), np.float64(0.053211851482991505), np.float64(0.04082901991376675), np.float64(-0.022169251905170086)]","[-0.025391017151750843, -0.012382831569224755, -0.06299827181893683]",46.59463032454904
PSKY,Paramount Skydance Corporation,"[np.float64(-0.19948510203308978), np.float64(-0.013789518742738335), np.float64(0.0673046526999454), np.float64(0.19405836851674937)]","[0.18569558329035143, 0.08109417144268373, 0.12675371581680397]",23.35469012667454
PH,Parker-Hannifin Corporation,"[np.float64(0.002460276781137878), np.float64(0.0036609260596060637), np.float64(0.00453699194888647), np.float64(-0.06419360839195616)]","[0.0012006492784681858, 0.0008760658892804063, -0.06873060034084263]",30.404684110875795
PAYX,"Paychex, Inc.","[np.float64(0.1991736059110634), np.float64(0.23864721572759903), np.float64(0.21864581764996882), np.float64(0.22024322512687924)]","[0.03947360981653564, -0.02000139807763021, 0.001597407476910423]",40.68047485779386
PAYC,"Paycom Software, Inc.","[np.float64(0.11569117405657796), np.float64(0.11759954138002919), np.float64(0.10638704319870189), np.float64(0.08791820323952784)]","[0.0019083673234512322, -0.011212498181327302, -0.018468839959174047]",118.58150429765551
PYPL,"PayPal Holdings, Inc.","[np.float64(0.07740613143779164), np.float64(0.07232763208999238), np.float64(0.058775772801078395), np.float64(0.06581629501513374)]","[-0.005078499347799262, -0.013551859288913982, 0.007040522214055343]",118.33470763860218
PNR,Pentair plc,"[np.float64(0.18030506953790937), np.float64(0.17740658074735402), np.float64(0.1578542638947815), np.float64(0.18335444495624137)]","[-0.002898488790555348, -0.019552316852572527, 0.025500181061459876]",53.76411423009984
PEP,"PepsiCo, Inc.","[np.float64(0.25925925925925924), np.float64(0.23836608066184076), np.float64(0.26129193336057016), np.float64(0.263434896509405)]","[-0.020893178597418488, 0.022925852698729404, 0.002142963148834831]",55.8755155898834
PFE,Pfizer Inc.,"[np.float64(0.0008593678702886868), np.float64(0.00779095723727404), np.float64(0.00853289292595651), np.float64(0.037974578175855096)]","[0.006931589366985354, 0.0007419356886824695, 0.029441685249898587]",81.09020782099654
PCG,PG&E Corporation,"[np.float64(0.09541845883888639), np.float64(0.06269070084025724), np.float64(0.04726861024624965), np.float64(0.04871927554980595)]","[-0.03272775799862915, -0.015422090594007593, 0.001450665303556302]",71.66580585591352
PM,Philip Morris International Inc.,"[np.float64(1.027366807205826), np.float64(0.6822932042274311), np.float64(0.5824494649227111), np.float64(1.1745270209106544)]","[-0.34507360297839484, -0.09984373930472001, 0.5920775559879433]",2.5200786855162725
PSX,Phillips 66,"[np.float64(0.0008495981630309989), np.float64(0.0006104492064160316), np.float64(-8.000800080008001e-05), np.float64(0.0022649398919797896)]","[-0.00023914895661496726, -0.0006904572072161117, 0.0023449478927798696]",747.7851672760927
PNW,Pinnacle West Capital Corporation,"[np.float64(0.10432267923546132), np.float64(0.08988676843965512), np.float64(0.09238947606398724), np.float64(0.10353251964528629)]","[-0.014435910795806195, 0.0025027076243321206, 0.011143043581299042]",94.12508268158146
POOL,Pool Corporation,"[np.float64(0.2914569020107657), np.float64(0.35831437933184324), np.float64(0.536803969631191), np.float64(0.4586297347353163)]","[0.06685747732107755, 0.1784895902993478, -0.07817423489587472]",9.516750930003775
PPG,"PPG Industries, Inc.","[np.float64(-0.00292251169004676), np.float64(-0.00718819301062935), np.float64(0.003237095363079615), np.float64(0.017446542005904984)]","[-0.0042656813205825895, 0.010425288373708964, 0.014209446642825368]",125.49392811376644
PPL,PPL Corporation,"[np.float64(0.09994256174612291), np.float64(0.09436693104845713), np.float64(0.07759643079008302), np.float64(0.0887448585317213)]","[-0.005575630697665784, -0.016770500258374108, 0.011148427741638281]",87.1678491203264
PG,The Procter & Gamble Company,"[np.float64(0.2314980417015689), np.float64(0.22028864999703035), np.float64(0.2189541299911858), np.float64(0.22284356039281916)]","[-0.011209391704538552, -0.0013345200058445528, 0.0038894304016333647]",159.72430749146926
PLD,"Prologis, Inc.","[np.float64(0.07208598080532339), np.float64(0.06067130113631548), np.float64(0.056325332987496056), np.float64(0.08062654572116626)]","[-0.011414679669007909, -0.004345968148819421, 0.024301212733670204]",64.75612236238317
PEG,Public Service Enterprise Group Incorporated,"[np.float64(0.10402758742649984), np.float64(0.17945845914093697), np.float64(0.06766622568474692), np.float64(-0.0397954439795444)]","[0.07543087171443713, -0.11179223345619005, -0.10746166966429133]",11.460660330176752
PTC,PTC Inc.,"[np.float64(0.1204652335683182), np.float64(0.10543328408235071), np.float64(0.14485741633239343), np.float64(0.1351248336438648)]","[-0.015031949485967491, 0.03942413225004272, -0.00973258268852864]",40.78734174612079
PSA,Public Storage,"[np.float64(0.0017494880742941192), np.float64(0.001677013104595496), np.float64(0.0014097296058477285), np.float64(0.0012321277124350204)]","[-7.247496969862315e-05, -0.0002672834987477676, -0.00017760189341270807]",12560.679512667128
PHM,"PulteGroup, Inc.","[np.float64(0.0022957945998158457), np.float64(0.0008530537456521351), np.float64(0.0008173339483631774), np.float64(0.000848046698343619)]","[-0.0014427408541637108, -3.571979728895765e-05, 3.071274998044159e-05]",1471.722619374466
PWR,"Quanta Services, Inc.","[np.float64(0.10079688701272549), np.float64(0.09811497806587778), np.float64(0.09904108034820619), np.float64(0.0801171859387982)]","[-0.002681908946847708, 0.0009261022823284087, -0.01892389440940799]",115.82733543954673
QCOM,QUALCOMM Incorporated,"[np.float64(0.2738321822828865), np.float64(0.24954340094203595), np.float64(0.5308075906154824), np.float64(0.44696589196840325)]","[-0.02428878134085058, 0.28126418967344646, -0.08384169864707919]",6.252558567022979
DGX,Quest Diagnostics Incorporated,"[np.float64(0.14848317705460562), np.float64(0.15328555811976194), np.float64(0.18893887271765017), np.float64(0.2863499699338545)]","[0.004802381065156319, 0.03565331459788823, 0.0974110972162043]",25.972149111349754
RL,Ralph Lauren Corporation,"[np.float64(0.19738681123205284), np.float64(0.19308232291001914), np.float64(0.17945973496432213), np.float64(0.1666214495899159)]","[-0.0043044883220337005, -0.013622587945697012, -0.012838285374406233]",236.97258858578599
RTX,RTX Corporation,"[np.float64(0.057625355861692096), np.float64(0.03290945049257897), np.float64(0.048566991387830015), np.float64(0.04662817300359516)]","[-0.024715905369113125, 0.015657540895251044, -0.0019388183842348541]",60.50499204803839
O,Realty Income Corporation,"[np.float64(0.0005695032573820346), np.float64(0.0006797307318810429), np.float64(0.0009433834794323943), np.float64(0.000363761633864135)]","[0.0001102274744990083, 0.0002636527475513514, -0.0005796218455682593]",2726.660493735636
REG,Regency Centers Corporation,"[np.float64(0.06983328415521944), np.float64(0.06077859700174501), np.float64(0.07271614019864832), np.float64(0.07029924273223342)]","[-0.009054687153474433, 0.011937543196903308, -0.002416897466414894]",114.14322379030851
REGN,"Regeneron Pharmaceuticals, Inc.","[np.float64(0.1198483988479754), np.float64(0.13767285221029715), np.float64(0.18364056996043449), np.float64(0.3941095884376666)]","[0.01782445336232176, 0.04596771775013733, 0.2104690184772321]",11.77016914775686
RSG,"Republic Services, Inc.","[np.float64(0.20572899903443836), np.float64(0.18820662108184957), np.float64(0.18290957751863887), np.float64(0.18219792370538732)]","[-0.01752237795258879, -0.005297043563210702, -0.000711653813251556]",140.9390663974248
RMD,ResMed Inc.,"[np.float64(0.24121483691306358), np.float64(0.22856485308842125), np.float64(0.23154051725337102), np.float64(0.2469811483808842)]","[-0.01264998382464233, 0.002975664164949765, 0.015440631127513177]",87.01616406594596
RVTY,"Revvity, Inc.","[np.float64(0.04167573119819846), np.float64(0.032238065849050576), np.float64(0.08319358502329749), np.float64(0.15062341793627734)]","[-0.009437665349147882, 0.05095551917424691, 0.06742983291297985]",30.262374250348326
HOOD,"Robinhood Markets, Inc.","[np.float64(0.00038349440098174565), np.float64(0.00017110591456111332), np.float64(-0.000689387737515619), np.float64(5.0916496945010185e-05)]","[-0.00021238848642063233, -0.0008604936520767323, 0.0007403042344606292]",1521.017838762622
ROK,"Rockwell Automation, Inc.","[np.float64(0.002266763748265582), np.float64(-0.011394488443737956), np.float64(-0.0009106224104175204), np.float64(-0.011589258392979617)]","[-0.013661252192003537, 0.010483866033320435, -0.010678635982562096]",93.03793975219169
ROL,"Rollins, Inc.","[np.float64(0.3326444827420404), np.float64(0.3366858016367096), np.float64(0.28017792355510934), np.float64(0.2793571308660436)]","[0.004041318894669188, -0.05650787808160024, -0.0008207926890657635]",36.40471935329198
ROP,"Roper Technologies, Inc.","[np.float64(0.08796553273597124), np.float64(0.085515484123873), np.float64(0.08053226837398245), np.float64(0.08451816745655608)]","[-0.0024500486120982434, -0.004983215749890552, 0.00398589908257363]",264.8720048190919
