Ticker,Full Name,ROIC History,ROIC Changes,ROIC Power
DE,Deere & Company,"[np.float64(0.017905773420479304), np.float64(0.015770597305088153), np.float64(0.017370263996537752), np.float64(0.019866657687386356)]","[-0.0021351761153911505, 0.0015996666914495986, 0.0024963936908486035]",498.58513264002806
DELL,Dell Technologies Inc.,"[np.float64(0.1381701373504652), np.float64(0.11706546666089741), np.float64(0.11867404223817064), np.float64(0.0852687640696206)]","[-0.021104670689567798, 0.0016085755772732302, -0.033405278168550046]",68.94882261665389
DAL,"Delta Air Lines, Inc.","[np.float64(0.14286395157638873), np.float64(0.14713642299389706), np.float64(0.11256995264743866), np.float64(0.07588621092021083)]","[0.004272471417508333, -0.034566470346458406, -0.036683741727227825]",53.113090216389885
DVN,Devon Energy Corporation,"[np.float64(-0.0026647421306833954), np.float64(-0.0005934326783594883), np.float64(0.008332754669814596), np.float64(0.0025628704148646484)]","[0.002071309452323907, 0.008926187348174084, -0.005769884254949948]",166.55151084511868
DXCM,"DexCom, Inc.","[np.float64(0.11917530687641521), np.float64(0.16490095458809248), np.float64(0.09851174737478281), np.float64(0.09620326468565638)]","[0.04572564771167727, -0.06638920721330967, -0.002308482689126437]",21.773825591868512
FANG,"Diamondback Energy, Inc.","[np.float64(0.0984039576477962), np.float64(0.2339031630668441), np.float64(0.37389405951970583), np.float64(0.272491997548185)]","[0.13549920541904792, 0.13999089645286172, -0.10140206197152085]",8.869184110303797
DLR,"Digital Realty Trust, Inc.","[np.float64(0.016972447002107708), np.float64(0.020322866595201324), np.float64(0.0242039643320882), np.float64(0.032827813633526395)]","[0.003350419593093616, 0.0038810977368868745, 0.008623849301438197]",421.8063086627476
DG,Dollar General Corporation,"[np.float64(0.12001294739563893), np.float64(0.18154602436247758), np.float64(0.291201745652056), np.float64(0.26309817476726205)]","[0.06153307696683864, 0.1096557212895784, -0.028103570884793927]",17.517776999308985
DLTR,"Dollar Tree, Inc.","[np.float64(0.11637069878137114), np.float64(0.14775433396059884), np.float64(0.1617745651822112), np.float64(0.1522811914149524)]","[0.031383635179227695, 0.014020231221612361, -0.009493373767258811]",59.69859904683309
D,"Dominion Energy, Inc.","[np.float64(0.08224209113244345), np.float64(0.06559960033049593), np.float64(0.035199104818896106), np.float64(0.05547372224229454)]","[-0.016642490801947518, -0.030400495511599825, 0.020274617423398436]",46.73757582610653
DPZ,"Domino's Pizza, Inc.","[np.float64(-0.37406934717377305), np.float64(-0.23261851986521778), np.float64(-0.21024963011068754), np.float64(-0.21565410585567849)]","[0.14145082730855527, 0.022368889754530247, -0.00540447574499095]",15.698772465955793
DASH,"DoorDash, Inc.","[np.float64(-0.0031025473546701502), np.float64(-0.05663699501124914), np.float64(-0.12070446735395189), np.float64(-0.07032830247393808)]","[-0.05353444765657899, -0.06406747234270274, 0.05037616488001381]",19.36261509358829
DOV,Dover Corporation,"[np.float64(0.13183454104208034), np.float64(0.162138191247112), np.float64(0.1812615090854491), np.float64(0.19899597336529673)]","[0.030303650205031674, 0.019123317838337095, 0.017734464279847623]",177.7317364717543
DOW,Dow Inc.,"[np.float64(0.012935783076868403), np.float64(-0.0011353862033373473), np.float64(0.023635582294800173), np.float64(0.010699202252463631)]","[-0.01407116928020575, 0.02477096849813752, -0.012936380042336541]",55.40524237488294
DHI,"D.R. Horton, Inc.","[np.float64(0.012519337135555563), np.float64(0.008449174114046009), np.float64(0.002698091316513866), np.float64(0.0024443987425448776)]","[-0.0040701630215095545, -0.005751082797532143, -0.00025369257396898846]",434.77239362548255
DTE,DTE Energy Company,"[np.float64(0.12439024390243902), np.float64(0.13242413508088322), np.float64(0.11223834596121741), np.float64(0.09927618035726143)]","[0.008033891178444191, -0.0201857891196658, -0.01296216560395598]",83.54745655019616
DUK,Duke Energy Corporation,"[np.float64(0.112247210105931), np.float64(0.10478886599771747), np.float64(0.08500410033085429), np.float64(0.08200754469411185)]","[-0.007458344108213527, -0.019784765666863185, -0.0029965556367424345]",140.84472570415716
DD,"DuPont de Nemours, Inc.","[np.float64(0.0013988948730502902), np.float64(3.594148725874277e-05), np.float64(0.0015609756097560976), np.float64(0.00046902848566336263)]","[-0.0013629533857915474, 0.001525034122497355, -0.001091947124092735]",767.9064499476651
EMN,Eastman Chemical Company,"[np.float64(-0.004205607476635514), np.float64(-0.004564520108561559), np.float64(0.0003534817956875221), np.float64(0.0012558511245575978)]","[-0.00035891263192604477, 0.004918001904249081, 0.0009023693288700758]",444.44705779023843
ETN,Eaton Corporation plc,"[np.float64(0.0024253448537213886), np.float64(0.0034680787589498807), np.float64(0.001536163857478131), np.float64(-0.0016904027384524363)]","[0.001042733905228492, -0.0019319149014717497, -0.003226566595930567]",559.4874598212872
EBAY,eBay Inc.,"[np.float64(0.20593461265103055), np.float64(0.17781238548919018), np.float64(0.24936332767402378), np.float64(0.20298611111111112)]","[-0.028122227161840374, 0.0715509421848336, -0.04637721656291266]",19.29468489471886
ECL,Ecolab Inc.,"[np.float64(0.2063319098807245), np.float64(0.1604364631985827), np.float64(0.13623681227657164), np.float64(0.14793222472076473)]","[-0.045895446682141794, -0.024199650922011068, 0.011695412444193087]",42.10813450898707
EIX,Edison International,"[np.float64(0.1119217693571183), np.float64(0.09897520910255445), np.float64(0.05321324769457103), np.float64(0.055951208424880675)]","[-0.012946560254563852, -0.045761961407983415, 0.0027379607303096437]",49.486511509043886
EW,Edwards Lifesciences Corporation,"[np.float64(0.11918119656641972), np.float64(0.16537373022691665), np.float64(0.2194139784158967), np.float64(0.24610523863603273)]","[0.04619253366049693, 0.05404024818898004, 0.026691260220136043]",86.97101146407904
EA,Electronic Arts Inc.,"[np.float64(0.15439309294057899), np.float64(0.14316702819956617), np.float64(0.12592172433352242), np.float64(0.10136469743221405)]","[-0.011226064741012814, -0.017245303866043754, -0.02455702690130837]",183.45721629399912
EME,"EMCOR Group, Inc.","[np.float64(0.18961610037113555), np.float64(0.14622326632905727), np.float64(0.11947955640377485), np.float64(0.11502073753689201)]","[-0.04339283404207828, -0.026743709925282425, -0.004458818866882833]",62.69531221031333
EMR,Emerson Electric Co.,"[np.float64(-0.0062253766804005895), np.float64(0.004584255453683212), np.float64(0.004150583156933549), np.float64(0.00439111880759478)]","[0.010809632134083803, -0.00043367229674966343, 0.00024053565066123155]",194.22775495332593
ETR,Entergy Corporation,"[np.float64(0.12448757446285388), np.float64(0.12384223200460104), np.float64(0.1055232699192908), np.float64(0.10333194932282024)]","[-0.0006453424582528455, -0.01831896208531024, -0.002191320596470564]",125.12522055900351
EOG,"EOG Resources, Inc.","[np.float64(0.23287710704509437), np.float64(0.29856361149110805), np.float64(0.3289977551828866), np.float64(0.2327053619098467)]","[0.06568650444601368, 0.030434143691778548, -0.0962923932730399]",14.377371643490882
EPAM,"EPAM Systems, Inc.","[np.float64(0.12231822990483335), np.float64(0.12176629007565344), np.float64(0.1527708490590437), np.float64(0.16639252443118172)]","[-0.0005519398291799066, 0.03100455898339026, 0.013621675372138015]",77.48889536325395
EQT,EQT Corporation,"[np.float64(0.025628424568202655), np.float64(0.1376179214500569), np.float64(0.18185997596073425), np.float64(-0.08979042358635213)]","[0.11198949688185425, 0.04424205451067734, -0.27165039954708636]",5.9813989157037835
EFX,Equifax Inc.,"[np.float64(0.15481867748213515), np.float64(0.13920823082084544), np.float64(0.17633798113050012), np.float64(0.1931268561731014)]","[-0.015610446661289717, 0.03712975030965468, 0.016788875042601292]",46.04501629180197
EQIX,"Equinix, Inc.","[np.float64(0.07857523223477901), np.float64(0.09205154376116356), np.float64(0.08992718146480887), np.float64(0.08874015252426425)]","[0.013476311526384552, -0.0021243622963546954, -0.001187028940544621]",139.9863585633889
EQR,Equity Residential,"[np.float64(0.0935968401504827), np.float64(0.0911961284753404), np.float64(0.1350260731401536)]","[-0.002400711675142303, 0.043829944664813214]",43.26133692096149
ESS,"Essex Property Trust, Inc.","[np.float64(0.11192712952389958), np.float64(0.09773341018087159), np.float64(0.09429930490920253), np.float64(0.07674934773299838)]","[-0.014193719343027988, -0.003434105271669055, -0.017549957176204153]",166.08054917636886
EL,The Estée Lauder Companies Inc.,"[np.float64(-0.08440860215053764), np.float64(0.08805374001452433), np.float64(0.11922256458876511), np.float64(0.258838899322283)]","[0.17246234216506195, 0.031168824574240778, 0.13961633473351787]",16.5638247992405
EVRG,"Evergy, Inc.","[np.float64(0.10753318292361334), np.float64(0.09716918227556526), np.float64(0.09757374625590008), np.float64(0.1097564927174635)]","[-0.010364000648048086, 0.0004045639803348239, 0.01218274646156342]",108.60420543570382
ES,Eversource Energy,"[np.float64(0.10990685671670884), np.float64(0.11607331442168486), np.float64(0.09800931522639257), np.float64(0.09675163438062448)]","[0.006166457704976022, -0.018063999195292293, -0.0012576808457680916]",98.65618075904595
EXC,Exelon Corporation,"[np.float64(0.11822511770502574), np.float64(0.11282813551716402), np.float64(0.09376325837929571), np.float64(0.052685341610026325)]","[-0.005396982187861721, -0.019064877137868308, -0.04107791676926938]",68.03238206838208
EXE,Expand Energy Corporation,"[np.float64(-0.03881477184841454), np.float64(0.26089844723075645), np.float64(0.3195806560703416)]","[0.299713219079171, 0.05868220883958514]",8.297687496774758
EXPE,"Expedia Group, Inc.","[np.float64(0.08037781840341256), np.float64(0.07090397419177706), np.float64(0.07479663587481042), np.float64(0.01430549146285187)]","[-0.009473844211635496, 0.0038926616830333577, -0.06049114441195855]",36.046074418782155
EXPD,"Expeditors International of Washington, Inc.","[np.float64(0.2426049977902069), np.float64(0.2294856347622274), np.float64(0.35304097267778595), np.float64(0.26429261956333966)]","[-0.013119363027979503, 0.12355533791555856, -0.08874835311444629]",11.381894501073228
EXR,Extra Space Storage Inc.,"[np.float64(0.07951355508556048), np.float64(0.07091103519090586), np.float64(0.19960868866234688), np.float64(0.21559241175362168)]","[-0.008602519894654617, 0.12869765347144102, 0.0159837230912748]",16.728674833123645
XOM,Exxon Mobil Corporation,"[np.float64(0.011800664685711604), np.float64(0.010026848632735178), np.float64(0.011269971051642985), np.float64(0.006477966305966616)]","[-0.0017738160529764263, 0.001243122418907807, -0.0047920047456763695]",405.87209821159047
FFIV,"F5, Inc.","[np.float64(0.1425820697024982), np.float64(0.11059362562201426), np.float64(0.09371052528366097), np.float64(0.10502460191804336)]","[-0.031988444080483944, -0.016883100338353288, 0.011314076634382386]",55.72435542711455
FDS,FactSet Research Systems Inc.,"[np.float64(0.27187126627140024), np.float64(0.29902703237031414), np.float64(0.268680196305013), np.float64(0.3558711407461237)]","[0.027155766098913903, -0.03034683606530114, 0.0871909444411107]",20.838408016862203
FICO,Fair Isaac Corporation,"[np.float64(-1.259678156024959), np.float64(-2.0069496912289027), np.float64(-1.15287531244155), np.float64(1.1276566316799215)]","[-0.7472715352039436, 0.8540743787873526, 2.2805319441214715]",0.8085494490233675
FAST,Fastenal Company,"[np.float64(0.35088534647023284), np.float64(0.3812124385925538), np.float64(0.36772071844168985), np.float64(0.32687144237998067)]","[0.030327092122320987, -0.013491720150863973, -0.04084927606170918]",34.11161941666064
FRT,Federal Realty Investment Trust,"[np.float64(0.12644451689894043), np.float64(0.11536457328135254), np.float64(0.14948419648921935), np.float64(0.12243737617842776)]","[-0.011079943617587892, 0.03411962320786681, -0.027046820310791586]",38.60369030568649
FDX,FedEx Corporation,"[np.float64(0.11997240427733702), np.float64(0.1357940249651904), np.float64(0.12380904370620557), np.float64(0.15925840920103027)]","[0.015821620687853394, -0.01198498125898484, 0.03544936549482469]",51.38558946545534
FIS,"Fidelity National Information Services, Inc.","[np.float64(0.07841607781958337), np.float64(0.03880917258951321), np.float64(0.02695393078157231), np.float64(0.016774734668860286)]","[-0.03960690523007016, -0.0118552418079409, -0.010179196112712025]",74.10335490239953
FSLR,"First Solar, Inc.","[np.float64(0.13867900199890223), np.float64(0.10724368299896905), np.float64(-0.003962116948204006), np.float64(0.08775252081492228)]","[-0.03143531899993318, -0.11120579994717306, 0.09171463776312629]",11.98027795654034
FE,FirstEnergy Corp.,"[np.float64(0.12688999305444248), np.float64(0.13900134952766532), np.float64(0.1308129580165742), np.float64(0.13184630662287067)]","[0.01211135647322284, -0.008188391511091131, 0.0010333486062964747]",120.49820383970771
FI,"Fiserv, Inc.","[np.float64(0.11795036414341031), np.float64(0.07807415020009031), np.float64(0.06432084752175558), np.float64(0.045536869340232856)]","[-0.03987621394332, -0.01375330267833473, -0.018783978181522727]",88.3654692305551
F,Ford Motor Company,"[np.float64(0.034399572888997275), np.float64(0.03781637785891955), np.float64(0.04481800718402091), np.float64(0.03245807289610977)]","[0.003416804969922277, 0.007001629325101358, -0.012359934287911142]",118.89918014770765
FTNT,"Fortinet, Inc.","[np.float64(0.32467368800072016), np.float64(0.38122005160339106), np.float64(0.34668192219679633), np.float64(0.20869565217391303)]","[0.0565463636026709, -0.03453812940659473, -0.1379862700228833]",12.583196530584821
FTV,Fortive Corporation,"[np.float64(0.0970403731703394), np.float64(0.09356585180661242), np.float64(0.07952833911901866), np.float64(0.061427308247492804)]","[-0.0034745213637269734, -0.014037512687593762, -0.018101030871525856]",162.21578965576023
FOXA,Fox Corporation,"[np.float64(-0.0007212168895882507), np.float64(-0.0017133066818960593), np.float64(-0.0024270161569932736), np.float64(-0.0010823291723789596)]","[-0.0009920897923078086, -0.0007137094750972143, 0.001344686984614314]",959.5386828212612
FOX,Fox Corporation,"[np.float64(-0.0007212168895882507), np.float64(-0.0017133066818960593), np.float64(-0.0024270161569932736), np.float64(-0.0010823291723789596)]","[-0.0009920897923078086, -0.0007137094750972143, 0.001344686984614314]",959.5386828212612
BEN,"Franklin Resources, Inc.","[np.float64(0.0248779296875), np.float64(0.07364820172244456), np.float64(0.11473458854271097), np.float64(0.1295381533040865)]","[0.04877027203494456, 0.04108638682026641, 0.014803564761375523]",68.7602238182684
FCX,Freeport-McMoRan Inc.,"[np.float64(0.2002684250452238), np.float64(0.1879245283018868), np.float64(0.2254292670425423), np.float64(0.28937082771263534)]","[-0.012343896743336996, 0.03750473874065549, 0.06394156067009305]",31.617045607442623
GRMN,Garmin Ltd.,"[np.float64(0.17036665093387782), np.float64(0.13122590413958277), np.float64(0.138598768199731), np.float64(0.16114394721081807)]","[-0.03914074679429505, 0.0073728640601482265, 0.022545179011087074]",38.103514964262544
IT,"Gartner, Inc.","[np.float64(0.21701329814936982), np.float64(0.27743294440794614), np.float64(0.28757948846106995), np.float64(0.24421081657394267)]","[0.06041964625857632, 0.010146544053123818, -0.043368671887127286]",23.59698582824867
GE,GE Aerospace,"[np.float64(0.022295531627036343), np.float64(0.020063584100680317), np.float64(0.002952335783732511), np.float64(-0.005333247830362105)]","[-0.0022319475263560262, -0.017111248316947807, -0.008285583614094616]",163.6798694640461
GEHC,GE HealthCare Technologies Inc.,"[np.float64(0.1441911562757484), np.float64(0.14946903198084832), np.float64(0.15027110766847404), np.float64(0.11814684871285455)]","[0.00527787570509991, 0.0008020756876257196, -0.03212425895561949]",59.96288275850356
GEV,GE Vernova Inc.,"[np.float64(0.011140545910402573), np.float64(-0.02449185373878894), np.float64(-0.07652261680257112)]","[-0.035632399649191515, -0.05203076306378218]",121.96339045763999
GEN,Gen Digital Inc.,"[np.float64(0.314453125), np.float64(0.2281134401972873), np.float64(0.23885918003565063), np.float64(0.33815612382234184)]","[-0.0863396848027127, 0.010745739838363327, 0.09929694378669121]",13.1904322328377
GNRC,Generac Holdings Inc.,"[np.float64(0.1520259333058592), np.float64(0.11955181882063776), np.float64(0.16846185194109056), np.float64(0.21036369428163698)]","[-0.032474114485221445, 0.048910033120452806, 0.04190184234054642]",27.15596395274166
GD,General Dynamics Corporation,"[np.float64(0.12023967708777296), np.float64(0.112506957143993), np.float64(0.12418531953168775), np.float64(0.13166134286346817)]","[-0.007732719943779956, 0.011678362387694749, 0.007476023331780421]",119.92752399971032
GIS,"General Mills, Inc.","[np.float64(0.19361982599525443), np.float64(0.20571767696144255), np.float64(0.1883009700751822), np.float64(0.1848053211682325)]","[0.012097850966188123, -0.017416706886260347, -0.0034956489069497]",82.94821672959714
GM,General Motors Company,"[np.float64(0.07898427604955052), np.float64(0.05712986629964609), np.float64(0.06310528151134549), np.float64(0.0664940844226696)]","[-0.021854409749904435, 0.005975415211699406, 0.0033888029113241097]",79.65635655863106
GPC,Genuine Parts Company,"[np.float64(0.0033841902812801914), np.float64(0.004881047139951719), np.float64(0.0028101335731592473), np.float64(0.009873798113273217)]","[0.0014968568586715275, -0.0020709135667924716, 0.00706366454011397]",266.04062389074323
GILD,"Gilead Sciences, Inc.","[np.float64(0.053184), np.float64(0.22348585030415233), np.float64(0.2259068635004777), np.float64(0.3035441023443717)]","[0.17030185030415232, 0.0024210131963253723, 0.07763723884389398]",14.56444772918665
GPN,Global Payments Inc.,"[np.float64(0.07972881192401002), np.float64(0.05378287459588878), np.float64(0.021745071257925016), np.float64(0.044799442550450375)]","[-0.02594593732812124, -0.03203780333796376, 0.02305437129252536]",40.55058026644732
GDDY,GoDaddy Inc.,"[np.float64(0.26353045273558473), np.float64(0.19939533020070666), np.float64(0.23412344520065712), np.float64(0.15163300130957577)]","[-0.06413512253487808, 0.03472811499995046, -0.08249044389108134]",19.425290422229903
HAL,Halliburton Company,"[np.float64(0.23026870707314134), np.float64(0.2714580147596569), np.float64(0.2031977180603513), np.float64(0.1631321370309951)]","[0.041189307686515575, -0.06826029669930561, -0.0400655810293562]",21.551793747420266
HAS,"Hasbro, Inc.","[np.float64(0.26679039554576034), np.float64(-0.4895336260100528), np.float64(0.0807071027001346), np.float64(0.1377076981363546)]","[-0.7563240215558131, 0.5702407287101874, 0.057000595436220006]",1.830941519224592
HCA,"HCA Healthcare, Inc.","[np.float64(0.670416984490211), np.float64(0.7019321910317171), np.float64(0.9210499542171127), np.float64(0.8741757745461115)]","[0.03151520654150608, 0.21911776318539555, -0.04687417967100116]",8.960561933583657
DOC,"Healthpeak Properties, Inc.","[np.float64(0.005974549797109947), np.float64(0.0008199648431642597), np.float64(0.03601017964032202), np.float64(0.0006898967125750026)]","[-0.005154584953945687, 0.03519021479715776, -0.03532028292774702]",34.61932242479877
HSIC,"Henry Schein, Inc.","[np.float64(0.081282722513089), np.float64(0.07848392036753446), np.float64(0.10833937635968093), np.float64(0.12201059716454246)]","[-0.0027988021455545437, 0.029855455992146465, 0.013671220804861536]",75.01191614143869
HSY,The Hershey Company,"[np.float64(0.33528251306172535), np.float64(0.3603080322332745), np.float64(0.34480572385673397), np.float64(0.3892401965359005)]","[0.02502551917154916, -0.015502308376540541, 0.0444344726791665]",40.047622670911174
HPE,Hewlett Packard Enterprise Company,"[np.float64(0.0430653058816589), np.float64(0.048446196660482374), np.float64(0.018151010839542278), np.float64(0.02781053459119497)]","[0.005380890778823477, -0.030295185820940096, 0.009659523751652691]",55.829362381551306
HLT,Hilton Worldwide Holdings Inc.,"[np.float64(2.344213649851632), np.float64(1.6181818181818182), np.float64(0.920844327176781), np.float64(0.4590909090909091)]","[-0.7260318316698138, -0.6973374910050372, -0.4617534180858719]",8.44597069854496
HOLX,"Hologic, Inc.","[np.float64(0.1431119470748476), np.float64(0.10738729475273931), np.float64(0.2821169954763584), np.float64(0.447271612507664)]","[-0.03572465232210828, 0.17472970072361907, 0.16515461703130563]",10.305980844937203
HD,"The Home Depot, Inc.","[np.float64(0.6097844253703861), np.float64(0.9405871893837547), np.float64(0.9743433852140078), np.float64(0.8534281586842982)]","[0.3308027640133686, 0.03375619583025302, -0.12091522652970954]",5.334996062197894
HON,Honeywell International Inc.,"[np.float64(0.01021847242496969), np.float64(0.012321326472269868), np.float64(0.016772219836839845), np.float64(0.03333591351239776)]","[0.002102854047300177, 0.0044508933645699775, 0.016563693675557913]",157.81844661703667
HRL,Hormel Foods Corporation,"[np.float64(0.11356980824516136), np.float64(0.1066631670974964), np.float64(0.14562700824076277), np.float64(0.13373802643907592)]","[-0.006906641147664955, 0.03896384114326637, -0.011888981801686849]",43.69013879377512
HST,"Host Hotels & Resorts, Inc.","[np.float64(0.10704673354538781), np.float64(0.09979485941836612), np.float64(0.09323869104908566), np.float64(-0.03389830508474576)]","[-0.00725187412702169, -0.0065561683692804545, -0.12713699613383142]",17.643194071868045
HWM,Howmet Aerospace Inc.,"[np.float64(0.26757332459446176), np.float64(0.20666552138807764), np.float64(0.1807987409010427), np.float64(0.15710985087166562)]","[-0.060907803206384115, -0.025866780487034946, -0.023688890029377074]",58.63375609382742
HPQ,HP Inc.,"[np.float64(0.13952638503142814), np.float64(0.14757248388060976), np.float64(0.1968140217579002), np.float64(0.19546266914687968)]","[0.008046098849181615, 0.04924153787729044, -0.001351352611020512]",45.51195819054461
HUBB,Hubbell Incorporated,"[np.float64(0.23954881608110776), np.float64(0.24651648586417263), np.float64(0.20499551906565291), np.float64(0.16101515472337335)]","[0.006967669783064873, -0.041520966798519715, -0.04398036434227956]",42.62766382526417
HII,"Huntington Ingalls Industries, Inc.","[np.float64(0.06987070654303251), np.float64(0.1096140350877193), np.float64(0.08850250626566417), np.float64(0.09799426934097422)]","[0.03974332854468679, -0.021111528822055137, 0.00949176307531005]",40.251118992014426
IBM,International Business Machines Corporation,"[np.float64(-0.05239943834145536), np.float64(0.005375870274081255), np.float64(-0.11405672009864365), np.float64(-0.020089328138363585)]","[0.05777530861553661, -0.1194325903727249, 0.09396739196028006]",10.724408998065181
IEX,IDEX Corporation,"[np.float64(0.1530810615308106), np.float64(0.1812445874056662), np.float64(0.20970082607724938), np.float64(0.19402394078767018)]","[0.0281635258748556, 0.028456238671583173, -0.015676885289579195]",48.225528604990764
IDXX,"IDEXX Laboratories, Inc.","[np.float64(0.4236725418655324), np.float64(0.45036671665140304), np.float64(0.48725698548147506), np.float64(0.6411988131298711)]","[0.02669417478587066, 0.036890268830072015, 0.1539418276483961]",17.321376211741786
ITW,Illinois Tool Works Inc.,"[np.float64(0.5592131147540984), np.float64(0.5254942767950052), np.float64(0.5020532520863691), np.float64(0.4899943630214205)]","[-0.03371883795909325, -0.02344102470863607, -0.012058889064948564]",113.03947363970585
INCY,Incyte Corporation,"[np.float64(0.01205743224988825), np.float64(0.0965014239024008), np.float64(0.10483435000314807), np.float64(0.1266733300002249)]","[0.08444399165251254, 0.008332926100747276, 0.021838979997076832]",30.15921565791431
IR,Ingersoll Rand Inc.,"[np.float64(0.10776512325724043), np.float64(0.09973445262977557), np.float64(0.07476763758782201), np.float64(0.05367732875347522)]","[-0.008030670627464861, -0.024966815041953555, -0.021090308834346788]",138.0256095065546
PODD,Insulet Corporation,"[np.float64(0.1775287356321839), np.float64(0.18582650561702846), np.float64(0.04470336464154084), np.float64(0.16048910966755828)]","[0.00829776998484455, -0.14112314097548762, 0.11578574502601743]",9.492413829199181
INTC,Intel Corporation,"[np.float64(-0.0830004690898236), np.float64(0.0006738251532408816), np.float64(0.017232595742795755), np.float64(0.15836813101837155)]","[0.08367429424306448, 0.016558770589554874, 0.1411355352755758]",19.642841057970042
IBKR,"Interactive Brokers Group, Inc.","[np.float64(0.000561373043614943), np.float64(0.0005912039139412738), np.float64(-6.60022440762986e-05), np.float64(0.00036022313250036025)]","[2.9830870326330756e-05, -0.0006572061580175724, 0.0004262253765766589]",2234.224030836405
ICE,"Intercontinental Exchange, Inc.","[np.float64(0.03674332540311922), np.float64(0.033456508350541606), np.float64(0.021159528185561733), np.float64(0.019578903149995174)]","[-0.0032868170525776133, -0.012296980164979873, -0.0015806250355665588]",212.69942357919817
IFF,International Flavors & Fragrances Inc.,"[np.float64(0.04198640648980487), np.float64(-0.11467391304347826), np.float64(-0.0617548435171386), np.float64(0.023536511768255886)]","[-0.15666031953328313, 0.052919069526339665, 0.08529135528539449]",9.324503126101309
IP,International Paper Company,"[np.float64(0.0033786501488214946), np.float64(-0.004385252558063992), np.float64(0.014225383418537452), np.float64(0.015121729925903523)]","[-0.007763902706885486, 0.018610635976601446, 0.0008963465073660703]",91.10118907638206
IPG,"The Interpublic Group of Companies, Inc.","[np.float64(0.08802979199742467), np.float64(0.10312304375043473), np.float64(0.10086021819456412), np.float64(0.0990838093661175)]","[0.015093251753010059, -0.0022628255558706095, -0.00177640882844661]",123.92299277409644
INTU,Intuit Inc.,"[np.float64(0.16366356382978722), np.float64(0.14000848536274926), np.float64(0.1491523814046251), np.float64(0.1280952618205371)]","[-0.02365507846703796, 0.009143896041875849, -0.021057119584088013]",67.17238877779583
ISRG,"Intuitive Surgical, Inc.","[np.float64(0.1285314830724108), np.float64(0.11734856535600426), np.float64(0.125818727213256), np.float64(0.13899384030592385)]","[-0.011182917716406546, 0.008470161857251732, 0.013175113092667862]",94.78808926345226
IVZ,Invesco Ltd.,"[np.float64(0.05043274825446082), np.float64(-0.025322353324869252), np.float64(0.07182687852606906), np.float64(0.091987016260539)]","[-0.07575510157933008, 0.09714923185093831, 0.020160137734469938]",14.138528832248724
INVH,Invitation Homes Inc.,"[np.float64(-0.005092449561356798), np.float64(-0.0002343368435741421), np.float64(-0.0010702283033331705), np.float64(-0.0005816134205477692)]","[0.004858112717782656, -0.0008358914597590284, 0.0004886148827854014]",411.0417843382661
IQV,IQVIA Holdings Inc.,"[np.float64(0.16907248157248156), np.float64(0.15686741252082836), np.float64(0.15860001763201975), np.float64(0.12346007267570681)]","[-0.012205069051653195, 0.0017326051111913876, -0.03513994495631294]",65.78168796791283
IRM,Iron Mountain Incorporated,"[np.float64(0.35288341748311297), np.float64(0.35103210013450586), np.float64(0.3962499580112149), np.float64(0.2897404699159684)]","[-0.0018513173486071066, 0.04521785787670901, -0.10650948809524646]",15.769822253977386
JBHT,"J.B. Hunt Transport Services, Inc.","[np.float64(0.14601992606119055), np.float64(0.17875267851132903), np.float64(0.2543559225130702), np.float64(0.21568811094405763)]","[0.032732752450138486, 0.07560324400174118, -0.03866781156901258]",21.216495573841776
JBL,Jabil Inc.,"[np.float64(0.14890154597233524), np.float64(0.09876622542089705), np.float64(0.08625921109666233), np.float64(0.08229329173166927)]","[-0.050135320551438184, -0.01250701432423472, -0.003965919364993062]",49.85856531131149
JKHY,"Jack Henry & Associates, Inc.","[np.float64(0.21327217717136626), np.float64(0.19763966887679318), np.float64(0.22543497091595854), np.float64(0.2464973177740511)]","[-0.015632508294573078, 0.02779530203916536, 0.02106234685809255]",52.39969006245034
J,Jacobs Solutions Inc.,"[np.float64(0.07314032642719208), np.float64(0.06348611089995497), np.float64(0.05405456819692986), np.float64(0.06991010296893578)]","[-0.009654215527237109, -0.009431542703025111, 0.015855534772005922]",83.51935719043772
JNJ,Johnson & Johnson,"[np.float64(0.00903038313452808), np.float64(0.001738283966068697), np.float64(-0.006108320890457445), np.float64(-0.0044109384565069725)]","[-0.007292099168459383, -0.007846604856526142, 0.0016973824339504727]",228.61102925535357
JCI,Johnson Controls International plc,"[np.float64(0.0824123345613317), np.float64(0.08398776843422058), np.float64(0.07024894382179393), np.float64(0.10057089512046247)]","[0.0015754338728888873, -0.013738824612426648, 0.030321951298668534]",54.75181203807176
K,Kellanova,"[np.float64(0.21926949192226644), np.float64(0.17855024320797247), np.float64(0.1129242819843342), np.float64(0.14512067156348374)]","[-0.04071924871429397, -0.06562596122363827, 0.03219638957914954]",24.09172552190108
KVUE,Kenvue Inc.,"[np.float64(0.11949114039073148), np.float64(0.1504912532949916), np.float64(0.11194342149313692), np.float64(0.1194713800580991)]","[0.03100011290426012, -0.038547831801854684, 0.0075279585649621755]",34.616016030360306
KDP,Keurig Dr Pepper Inc.,"[np.float64(0.08014228270955769), np.float64(0.09227567067530065), np.float64(0.07846149212373121), np.float64(0.0919986012652192)]","[0.012133387965742967, -0.01381417855156944, 0.01353710914148798]",79.51828256372214
