"Date","Samsung","Apple","Unknown","Xiaomi","Huawei","Nokia","Oppo","LG","Motorola","Sony","Lenovo","HTC","Micromax","Vivo","Mobicel","Realme","Asus","Google","General Mobile","RIM","BBK","OnePlus","ZTE","Alcatel","Tecno","Infinix","Lava","Gionee","Vodafone","Itel","Turkcell","Wiko","Coolpad","Casper","Lyf","Vestel","Hisense","Spice","AIS","Meizu","bq","QMobile","LeEco","Panasonic","True","Reliance Digital","Acer","Kyocera","InFocus","Intex","Honor","Xolo","Smartfren","Blu","Archos","HP","Infinex","i-Mobile","Condor","Pantech","Avea","Karbonn","dtac","Yu","Sharp","Symphony","Lanix","T-Mobile","Other"
2019-03,31.77,22.4,4.11,7.52,8.57,1.19,4.41,2.89,2.72,1.15,1.51,0.66,0.47,0,2.65,0.02,0.91,0.52,0.36,0.06,0.68,0.6,0.39,0.33,0.48,0.32,0.36,0.26,0.11,0.25,0.06,0.19,0.1,0.11,0.1,0.16,0.05,0.02,0.03,0.09,0.1,0.15,0.08,0.09,0.03,0.03,0.02,0.02,0.05,0.05,0,0.07,0.02,0.03,0.02,0,0,0.01,0.05,0,0,0.04,0.01,0.02,0.02,0.07,0.03,0.01,0.4
2019-04,32.16,22.76,4.19,7.21,8.72,1.13,4.35,2.87,2.62,1.14,1.41,0.66,0.4,0,2.58,0.03,0.93,0.55,0.44,0.06,0.63,0.6,0.37,0.34,0.43,0.29,0.33,0.22,0.11,0.23,0.07,0.17,0.09,0.13,0.09,0.2,0.05,0.02,0.02,0.09,0.09,0.15,0.07,0.07,0.03,0.03,0.02,0.02,0.04,0.04,0,0.07,0.03,0.03,0.02,0,0,0.01,0.05,0,0,0.03,0.01,0.02,0.02,0.07,0.02,0.01,0.38
2019-05,31.55,22.66,4.49,7.46,8.97,1.13,4.42,2.89,2.68,1.11,1.35,0.62,0.39,0,2.73,0.03,0.95,0.6,0.36,0.05,0.62,0.61,0.36,0.32,0.47,0.29,0.31,0.21,0.1,0.23,0.05,0.15,0.09,0.11,0.08,0.17,0.05,0.02,0.02,0.08,0.08,0.11,0.07,0.07,0.02,0.02,0.02,0.02,0.04,0.04,0,0.07,0.03,0.03,0.02,0,0,0,0.03,0,0,0.03,0.01,0.02,0.02,0.07,0.02,0.01,0.37
2019-06,31.98,22.04,5.03,7.39,9.04,1.12,4.21,2.81,2.69,1.01,1.33,0.58,0.38,0,2.82,0.04,0.88,0.63,0.47,0.04,0.6,0.6,0.36,0.3,0.42,0.29,0.32,0.21,0.1,0.23,0.06,0.13,0.08,0.14,0.08,0.21,0.04,0.02,0.02,0.07,0.07,0.14,0.06,0.07,0.01,0.02,0.01,0.02,0.04,0.04,0,0.07,0.02,0.03,0.01,0,0,0,0.05,0,0,0.03,0.01,0.02,0.02,0.09,0.02,0.01,0.36
2019-07,31.13,22.01,5.36,7.76,9.15,1.11,4.46,2.56,2.63,0.94,1.3,0.54,0.35,0,3.26,0.04,0.87,0.62,0.42,0.04,0.66,0.58,0.33,0.28,0.4,0.28,0.31,0.2,0.09,0.22,0.06,0.12,0.08,0.12,0.07,0.19,0.14,0.02,0.01,0.08,0.06,0.14,0.06,0.07,0.01,0.02,0.01,0.02,0.03,0.04,0,0.06,0.03,0.03,0.01,0,0,0,0.05,0,0,0.03,0,0.02,0.02,0.08,0.02,0.01,0.36
2019-08,31.47,22.17,3.69,8.38,9.02,1.08,4.73,2.59,2.56,0.9,1.22,0.52,0.32,0.07,3.31,0.29,0.87,0.62,0.42,0.04,0.59,0.58,0.32,0.31,0.46,0.29,0.29,0.19,0.09,0.22,0.05,0.13,0.07,0.12,0.06,0.19,0.23,0.02,0.01,0.09,0.06,0.15,0.06,0.06,0.01,0.02,0.01,0.02,0.03,0.04,0,0.06,0.02,0.02,0.01,0,0,0,0.05,0,0,0.03,0,0.02,0.02,0.04,0.02,0.01,0.62
2019-09,31.18,22.48,3.16,8.26,10.02,1.02,4.57,2.47,2.48,0.85,1.09,0.47,0.29,0.1,3.32,0.49,0.8,0.62,0.41,0.03,0.58,0.65,0.29,0.29,0.45,0.32,0.27,0.18,0.08,0.22,0.05,0.12,0.07,0.12,0.06,0.18,0.45,0.01,0.01,0.08,0.07,0.13,0.05,0.06,0.01,0.02,0.01,0.02,0.03,0.03,0,0.05,0.02,0.02,0.01,0,0,0,0.04,0,0,0.02,0,0.01,0.02,0.04,0.02,0.01,0.67
2019-10,31.49,22.09,3.27,7.79,10.02,0.95,4.1,2.4,2.41,0.84,0.96,0.42,0.28,0.1,3.15,0.54,0.74,2.35,0.42,0.03,0.5,0.7,0.27,0.27,0.42,0.32,0.24,0.15,0.08,0.2,0.05,0.11,0.07,0.12,0.05,0.18,0.51,0.01,0.01,0.08,0.06,0.12,0.05,0.05,0.01,0.01,0.01,0.01,0.03,0.03,0,0.05,0.01,0.02,0.01,0,0,0,0.04,0,0,0.02,0,0.01,0.02,0.03,0.02,0.01,0.71
2019-11,31.36,22.9,3.21,8.16,10.18,0.97,4.42,2.4,2.4,0.83,0.97,0.4,0.24,0.08,3.41,0.78,0.75,0.66,0.43,0.03,0.45,0.73,0.27,0.27,0.45,0.32,0.22,0.14,0.08,0.19,0.05,0.1,0.07,0.13,0.05,0.19,0.52,0.01,0.01,0.07,0.06,0.13,0.05,0.05,0.01,0.01,0.01,0.02,0.03,0.03,0.02,0.05,0.01,0.02,0.01,0,0.02,0,0.04,0,0,0.02,0,0.01,0.02,0.02,0.01,0.01,0.44
2019-12,31.37,24.79,2.67,7.73,9.95,0.9,4.23,2.54,2.5,0.77,0.87,0.38,0.18,0.08,3.19,0.84,0.7,0.75,0.42,0.03,0.39,0.74,0.27,0.27,0.43,0.33,0.18,0.12,0.07,0.18,0.05,0.09,0.07,0.14,0.04,0.19,0.53,0.01,0.01,0.07,0.06,0.11,0.04,0.04,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.04,0.01,0.02,0.01,0,0.03,0,0.04,0,0,0.01,0,0.01,0.02,0.02,0.01,0.02,0.33
2020-01,31.29,24.76,2.18,8.1,10.61,0.88,4.25,2.4,2.42,0.8,0.86,0.38,0.15,0.08,3.02,0.88,0.69,0.69,0.43,0.03,0.35,0.79,0.26,0.27,0.47,0.37,0.15,0.11,0.07,0.18,0.05,0.09,0.06,0.15,0.03,0.2,0.48,0.01,0.01,0.08,0.06,0.1,0.04,0.03,0,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.01,0.02,0.01,0,0.02,0,0.03,0,0,0.01,0,0.01,0.02,0.02,0.01,0.02,0.33
2020-02,30.91,25.89,1.95,7.8,10.98,0.81,4.31,2.34,2.36,0.8,0.77,0.37,0.12,0.11,2.89,0.89,0.69,0.7,0.41,0.02,0.34,0.78,0.31,0.28,0.44,0.38,0.13,0.09,0.06,0.15,0.06,0.09,0.06,0.15,0.02,0.19,0.4,0,0.01,0.08,0.06,0.08,0.03,0.03,0,0.01,0.01,0.02,0.02,0.01,0.05,0.04,0.01,0.01,0.01,0,0.02,0,0.03,0,0,0.01,0,0.01,0.02,0.02,0.01,0.02,0.32
2020-03,30.8,27.03,1.83,7.7,10.7,0.72,4.3,2.28,2.35,0.76,0.74,0.36,0.12,0.11,2.87,0.93,0.66,0.73,0.36,0.02,0.31,0.78,0.37,0.28,0.4,0.37,0.12,0.08,0.06,0.13,0.06,0.09,0.05,0.13,0.02,0.17,0.32,0,0,0.07,0.05,0.07,0.03,0.02,0,0.01,0.01,0.02,0.02,0.01,0.05,0.04,0.01,0.01,0.01,0,0.02,0,0.03,0,0,0.01,0,0.01,0.02,0.01,0.01,0.02,0.32
2020-04,30.41,28.79,1.55,7.6,10.28,0.69,4.2,2.28,2.51,0.76,0.71,0.35,0.1,0.1,2.75,0.9,0.7,0.75,0.33,0.02,0.28,0.8,0.24,0.27,0.38,0.35,0.1,0.07,0.05,0.12,0.06,0.08,0.05,0.12,0.02,0.15,0.25,0,0,0.07,0.04,0.05,0.03,0.02,0,0.01,0.01,0.02,0.01,0.01,0.06,0.03,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0.01,0,0.01,0.02,0.01,0.01,0.02,0.3
2020-05,30.18,26.72,1.8,8.36,10.39,0.73,4.7,2.19,2.46,0.78,0.77,0.36,0.1,0.11,3.12,1.04,0.76,0.7,0.28,0.02,0.31,0.81,0.25,0.29,0.44,0.39,0.11,0.08,0.05,0.14,0.06,0.08,0.05,0.11,0.02,0.13,0.28,0,0,0.07,0.05,0.05,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.06,0.03,0.01,0.01,0.01,0,0.02,0,0.03,0,0,0.01,0,0.01,0.03,0.01,0.01,0.01,0.31
2020-06,31.06,25.26,1.81,8.55,10.69,0.74,4.65,2.11,2.57,0.78,0.75,0.35,0.1,0.1,3.18,1.04,0.75,0.68,0.34,0.02,0.29,0.77,0.23,0.25,0.5,0.42,0.11,0.08,0.05,0.15,0.09,0.08,0.04,0.13,0.02,0.16,0.25,0,0,0.07,0.05,0.05,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.06,0.03,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0.01,0,0.01,0.03,0.01,0.01,0.01,0.3
2020-07,30.95,24.82,1.8,8.94,10.75,0.76,4.69,2.03,2.45,0.75,0.74,0.33,0.11,0.1,3.46,1.13,0.72,0.65,0.37,0.02,0.29,0.76,0.21,0.24,0.53,0.42,0.11,0.08,0.06,0.16,0.09,0.08,0.04,0.14,0.02,0.17,0.26,0,0,0.07,0.04,0.04,0.03,0.02,0,0.01,0.01,0.02,0.01,0.01,0.06,0.03,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0.01,0,0.01,0.02,0.01,0.01,0.01,0.29
2020-08,31.04,25.15,1.81,8.9,10.73,0.74,4.69,1.96,2.39,0.73,0.72,0.32,0.1,0.1,3.38,1.18,0.7,0.63,0.38,0.02,0.27,0.75,0.2,0.23,0.54,0.45,0.1,0.07,0.05,0.16,0.08,0.07,0.04,0.15,0.02,0.17,0.25,0,0,0.06,0.04,0.04,0.02,0.02,0,0,0.01,0.02,0.01,0.01,0.06,0.03,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0,0,0.01,0.02,0.01,0.01,0.01,0.27
2020-09,30.57,24.98,1.67,9.49,10.58,0.74,4.94,1.88,2.27,0.69,0.67,0.29,0.09,0.1,3.5,1.45,0.67,0.63,0.33,0.01,0.26,0.81,0.19,0.21,0.6,0.55,0.1,0.07,0.05,0.18,0.05,0.07,0.03,0.14,0.02,0.16,0.23,0,0,0.06,0.04,0.05,0.02,0.02,0,0,0.01,0.02,0.01,0.01,0.06,0.02,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0,0,0,0.02,0.01,0.01,0.01,0.26
2020-10,30.25,26.53,1.84,9.67,10.44,0.69,4.83,1.79,2.21,0.67,0.65,0.28,0.08,0.1,2.54,1.55,0.64,0.63,0.31,0.02,0.24,0.85,0.18,0.2,0.59,0.55,0.09,0.06,0.05,0.17,0.04,0.06,0.03,0.13,0.01,0.15,0.19,0,0,0.05,0.04,0.05,0.02,0.02,0,0,0.01,0.02,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0,0,0,0.02,0.01,0.01,0.01,0.24
2020-11,30.36,28.19,2.78,9.6,10.43,0.69,4.8,1.81,2.2,0.67,0.62,0.27,0.08,0.13,0,1.65,0.62,0.7,0.26,0.02,0.2,0.83,0.18,0.2,0.62,0.59,0.08,0.06,0.04,0.18,0.04,0.06,0.03,0.11,0.01,0.12,0.15,0,0,0.05,0.04,0.05,0.02,0.02,0,0,0.01,0.02,0.01,0.01,0.04,0,0.01,0.01,0.01,0,0.02,0,0.02,0,0,0,0,0,0.02,0.01,0.01,0.01,0.24
2020-12,29.14,26.91,1.69,10.02,9.83,0.66,5.02,1.71,2.09,0.61,0.62,0.24,0.08,3.7,0.01,2.07,0.58,0.66,0.2,0.01,0.2,0.84,0.16,0.17,0.73,0.63,0.1,0.06,0.04,0.21,0.03,0.06,0.03,0.08,0.01,0.09,0.07,0,0,0.04,0.03,0.05,0.02,0.02,0,0,0,0.02,0.01,0.01,0.04,0,0.01,0.01,0.01,0,0.05,0,0.02,0,0,0,0,0,0.02,0.01,0.01,0.02,0.22
2021-01,28.97,27.47,1.61,10.04,9.72,0.63,5.03,1.69,2.13,0.6,0.6,0.23,0.08,3.74,0.01,2.11,0.57,0.66,0.19,0.01,0.19,0.83,0.16,0.16,0.67,0.58,0.1,0.05,0.03,0.19,0.02,0.05,0.03,0.08,0.01,0.08,0.04,0,0,0.04,0.03,0.04,0.02,0.01,0,0,0,0.02,0.01,0.01,0.04,0,0.01,0.01,0,0,0.06,0,0.02,0,0,0,0,0,0.03,0.01,0.01,0.02,0.21
2021-02,28.52,27.33,1.82,10.27,9.62,0.64,5.07,1.67,2.17,0.59,0.61,0.22,0.08,3.84,0.01,2.23,0.56,0.66,0.16,0.01,0.2,0.83,0.16,0.16,0.7,0.6,0.1,0.06,0.03,0.19,0.02,0.05,0.03,0.07,0.01,0.07,0.04,0,0,0.04,0.03,0.04,0.02,0.02,0,0,0,0.02,0.01,0.01,0.04,0,0,0.01,0,0,0.07,0,0.02,0,0,0,0,0,0.03,0.01,0.01,0.02,0.2
2021-03,28.35,27.41,1.94,10.31,9.27,0.64,5.29,1.63,2.16,0.59,0.59,0.23,0.08,3.95,0.01,2.32,0.57,0.66,0.13,0.01,0.19,0.83,0.15,0.15,0.7,0.61,0.11,0.05,0.03,0.19,0.01,0.05,0.03,0.05,0.01,0.06,0.03,0,0,0.04,0.02,0.04,0.02,0.01,0,0,0,0.02,0.01,0.01,0.04,0,0,0.01,0,0,0.08,0,0.02,0,0,0,0,0,0.03,0.01,0.01,0.03,0.19
2021-04,28.15,27,2.45,10.43,9.19,0.64,5.31,1.6,2.19,0.55,0.62,0.21,0.08,3.99,0.01,2.34,0.55,0.68,0.12,0.02,0.19,0.85,0.14,0.14,0.73,0.61,0.11,0.05,0.03,0.2,0.01,0.04,0.03,0.05,0.01,0.05,0.03,0,0,0.04,0.02,0.03,0.02,0.01,0,0,0,0.02,0.01,0.01,0.04,0,0,0.01,0,0,0.09,0,0.02,0,0,0,0,0,0.03,0.01,0.01,0.03,0.19
2021-05,27.84,26.46,3.2,10.63,8.84,0.64,5.39,1.58,2.18,0.53,0.6,0.2,0.07,4.12,0.01,2.41,0.53,0.67,0.14,0.01,0.19,0.87,0.14,0.13,0.77,0.62,0.11,0.05,0.03,0.21,0.01,0.04,0.03,0.06,0.01,0.06,0.03,0,0,0.04,0.02,0.03,0.02,0.01,0,0,0,0.02,0.01,0.01,0.04,0,0,0.01,0,0,0.1,0,0.01,0,0,0,0,0,0.02,0.01,0,0.03,0.19
2021-06,27.48,26.35,3.12,10.8,8.66,0.64,5.67,1.55,2.23,0.5,0.57,0.2,0.07,4.32,0.01,2.62,0.52,0.66,0.13,0.01,0.19,0.89,0.14,0.13,0.74,0.63,0.11,0.05,0.03,0.2,0.01,0.04,0.03,0.05,0.01,0.06,0.02,0,0,0.04,0.01,0.03,0.02,0.01,0,0,0,0.02,0.01,0.01,0.04,0,0,0.01,0,0,0.11,0,0.01,0,0,0,0,0,0.02,0.01,0,0.03,0.18
2021-07,27.33,26.92,3.21,10.94,8.19,0.63,5.54,1.55,2.27,0.48,0.56,0.19,0.07,4.34,0.01,2.66,0.5,0.67,0.12,0.01,0.18,0.88,0.13,0.12,0.74,0.6,0.1,0.05,0.02,0.2,0.01,0.03,0.03,0.05,0.01,0.05,0.02,0,0,0.03,0.01,0.03,0.02,0.01,0,0,0,0.02,0.01,0,0.04,0,0,0,0,0,0.11,0,0.01,0,0,0,0,0,0.02,0.01,0,0.04,0.18
2021-08,27.92,26.42,2.27,11.38,7.91,0.6,5.61,1.52,2.25,0.46,0.54,0.17,0.05,4.58,0.01,2.83,0.47,0.68,0.11,0.01,0.16,0.96,0.13,0.11,0.86,0.82,0.09,0.05,0.03,0.26,0.01,0.03,0.02,0.05,0.01,0.05,0.02,0,0,0.03,0.01,0.03,0.01,0.01,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0.11,0,0.01,0,0,0,0,0,0.02,0.01,0,0.04,0.19
2021-09,27.55,26.75,2.26,11.51,7.88,0.58,5.65,1.45,2.26,0.44,0.53,0.16,0.05,4.57,0.01,2.85,0.44,0.67,0.1,0.01,0.15,0.96,0.13,0.11,0.9,0.88,0.08,0.04,0.02,0.27,0.01,0.03,0.02,0.04,0.01,0.05,0.02,0,0,0.03,0.01,0.02,0.01,0.01,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0.11,0,0.01,0,0,0,0,0,0.02,0.01,0,0.03,0.17
2021-10,27.06,28.21,2.28,11.4,7.64,0.55,5.37,1.41,2.28,0.43,0.49,0.15,0.04,4.29,0.01,3.05,0.41,0.68,0.1,0.01,0.14,0.95,0.13,0.1,0.85,0.85,0.07,0.04,0.02,0.25,0.01,0.03,0.02,0.04,0.01,0.04,0.02,0,0,0.03,0.02,0.02,0.11,0.01,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0.1,0,0.02,0,0,0,0,0,0.02,0,0,0.03,0.15
2021-11,27.18,28.54,2.62,11.37,7.52,0.55,5.3,1.37,2.33,0.42,0.47,0.14,0.04,4.2,0.01,2.73,0.39,0.65,0.09,0.01,0.13,0.95,0.13,0.1,0.87,0.88,0.07,0.04,0.02,0.25,0.01,0.03,0.02,0.04,0,0.04,0.02,0,0,0.03,0.01,0.02,0.04,0.01,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0.1,0,0.02,0,0,0,0,0,0.02,0,0,0.03,0.15
2021-12,26.93,29.24,2.72,11.52,7.19,0.54,5.31,1.27,2.25,0.41,0.45,0.14,0.04,4.13,0.01,2.75,0.39,0.73,0.1,0.01,0.12,0.96,0.12,0.09,0.81,0.83,0.07,0.03,0.02,0.24,0.01,0.02,0.02,0.04,0,0.04,0.02,0,0,0.03,0.01,0.02,0.02,0.01,0,0,0,0.02,0,0,0.03,0,0,0,0,0,0.1,0,0.01,0,0,0,0,0,0.02,0,0,0.03,0.14
2022-01,27.18,29.49,2.19,11.54,6.64,0.52,5.29,1.21,2.42,0.44,0.46,0.13,0.03,4.26,0,2.92,0.36,0.78,0.11,0.01,0.11,1.07,0.12,0.1,0.85,0.83,0.06,0.03,0.02,0.23,0.01,0.02,0.02,0.04,0,0.04,0.01,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0.08,0,0.02,0,0,0,0,0,0.02,0,0,0.04,0.17
2022-02,27.68,28.29,2.17,11.61,6.41,0.54,5.36,1.38,2.91,0.43,0.45,0.12,0.03,4.19,0,3,0.35,0.76,0.1,0.01,0.11,1.04,0.12,0.1,0.94,0.91,0.06,0.03,0.02,0.26,0.01,0.02,0.02,0.03,0,0.03,0.01,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.02,0,0,0.05,0,0,0,0,0,0.09,0,0.02,0,0,0,0,0,0.02,0,0,0.04,0.18
2022-03,28.22,27.57,2.25,12.24,6.53,0.54,5.25,1.26,2.66,0.45,0.43,0.12,0.03,4.12,0,2.99,0.35,0.75,0.14,0.01,0.1,1.04,0.11,0.1,0.93,0.85,0.05,0.03,0.02,0.25,0.01,0.02,0.01,0.05,0,0.04,0.01,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.02,0,0,0.05,0,0,0,0,0,0.08,0,0.01,0,0,0,0,0,0.02,0,0,0.04,0.19
2022-04,27.94,27.68,2.55,12.18,6.18,0.54,5.37,1.18,2.62,0.46,0.42,0.12,0.02,4.25,0,3.09,0.35,0.81,0.1,0.01,0.1,1.05,0.11,0.09,0.94,0.86,0.05,0.03,0.02,0.26,0.01,0.02,0.01,0.03,0,0.03,0.02,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.02,0,0,0.05,0,0,0,0,0,0.08,0,0.01,0,0,0,0,0,0.02,0,0,0.05,0.18
2022-05,28.25,27.83,2.25,12.64,6.25,0.51,5.37,1.09,2.42,0.43,0.38,0.12,0.02,4.08,0,3.04,0.32,0.77,0.19,0,0.08,1.04,0.11,0.09,0.9,0.84,0.04,0.03,0.02,0.23,0.01,0.02,0.01,0.06,0,0.06,0.01,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0.05,0,0,0,0,0,0.08,0,0.01,0,0,0,0,0,0.02,0,0,0.04,0.18
2022-06,28.24,27.22,2.12,13.05,6.09,0.5,5.76,1.03,2.35,0.4,0.37,0.1,0.02,4.3,0,3.26,0.29,0.73,0.2,0,0.08,1.04,0.1,0.08,0.85,0.87,0.04,0.02,0.02,0.22,0.01,0.01,0.01,0.07,0,0.06,0.01,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0.05,0,0,0,0,0,0.08,0,0.01,0,0,0,0,0,0.02,0,0,0.05,0.17
2022-07,28.17,27.5,2.62,12.86,6.34,0.49,5.39,1.01,2.41,0.35,0.35,0.08,0.02,4.28,0,3.1,0.26,0.75,0.2,0,0.1,1.02,0.1,0.08,0.82,0.77,0.04,0.02,0.02,0.2,0.01,0.01,0.01,0.07,0,0.06,0.01,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0.06,0,0,0,0,0,0.07,0,0.01,0,0,0,0,0,0.02,0,0,0.05,0.18
2022-08,28.76,27.83,2.54,12.8,6.03,0.49,5.14,1,2.48,0.35,0.35,0.09,0.01,3.95,0,2.94,0.24,0.74,0.21,0,0.07,1.02,0.11,0.09,0.96,0.86,0.03,0.02,0.02,0.22,0.01,0.01,0.01,0.07,0,0.06,0.01,0,0,0.02,0.01,0,0.01,0,0,0,0,0.01,0,0,0.06,0,0,0,0,0,0.08,0,0.01,0,0,0,0,0,0.02,0,0,0.05,0.18
2022-09,28.41,27.8,2.31,13.02,5.64,0.48,5.32,0.93,2.36,0.32,0.34,0.08,0.02,4.29,0,3.16,0.23,0.73,0.2,0,0.07,1.07,0.11,0.09,1.02,0.92,0.03,0.02,0.02,0.25,0.01,0.01,0.01,0.08,0,0.06,0.02,0,0,0.02,0.01,0,0.01,0,0,0,0,0.01,0,0,0.08,0,0,0.01,0,0,0.08,0,0,0,0,0,0,0,0.02,0,0,0.06,0.27
2022-10,28.21,28.41,2.19,12.73,5.27,0.45,5.53,0.85,2.33,0.31,0.31,0.07,0.02,4.31,0,3.16,0.21,0.77,0.18,0,0.06,1.11,0.11,0.09,1.09,0.96,0.03,0.02,0.01,0.26,0.01,0.01,0.01,0.09,0,0.05,0.02,0,0,0.02,0.01,0,0.01,0,0,0,0,0.02,0,0,0.09,0,0,0.01,0,0,0.07,0,0.01,0,0,0,0,0,0.02,0,0,0.07,0.37
2022-11,28.33,27.48,2.16,12.97,4.98,0.45,6.28,0.78,2.3,0.29,0.3,0.06,0.02,4.59,0,3.37,0.19,0.72,0.17,0,0.06,1.12,0.1,0.08,1.02,0.98,0.03,0.02,0.01,0.25,0.01,0.01,0.01,0.08,0,0.05,0.02,0,0,0.02,0.01,0.01,0.02,0,0,0,0,0.02,0,0,0.09,0,0,0.01,0,0,0.07,0,0.01,0,0,0,0,0,0.02,0,0,0.06,0.38
2022-12,27.38,26.98,3.28,12.35,5.25,0.43,6.4,0.71,2.25,0.27,0.29,0.05,0.02,5.07,0,3.68,0.19,0.75,0.1,0,0.08,1.21,0.1,0.07,0.98,1,0.03,0.02,0.01,0.24,0,0.01,0.01,0.05,0,0.03,0.02,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0.12,0,0,0.01,0,0,0.08,0,0.01,0,0,0,0,0,0.02,0,0,0.05,0.32
2023-01,27.09,27.6,2.74,12.52,4.62,0.45,6.41,0.68,2.3,0.27,0.3,0.05,0.02,5.26,0,3.96,0.19,0.74,0.08,0,0.07,1.26,0.11,0.07,1.07,1.06,0.03,0.02,0.01,0.26,0,0.01,0.01,0.04,0,0.02,0.02,0,0,0.02,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0.12,0,0,0.01,0,0,0.08,0,0,0,0,0,0,0,0.02,0,0,0.05,0.3
2023-02,26.75,27.1,3.14,12.29,4.84,0.45,6.86,0.64,2.28,0.24,0.29,0.05,0.02,5.3,0,4.03,0.17,0.76,0.06,0,0.08,1.22,0.1,0.07,1.06,1.15,0.02,0.01,0.01,0.26,0,0.01,0.01,0.03,0,0.02,0.02,0,0,0.02,0.01,0,0.01,0,0,0,0,0.01,0,0,0.12,0,0,0.01,0,0,0.08,0,0.01,0,0,0,0,0,0.01,0,0,0.04,0.29
2023-03,27.1,28.42,3,12.16,4.32,0.46,6.39,0.7,2.5,0.25,0.29,0.06,0.02,5.17,0,3.79,0.18,0.74,0.05,0,0.07,1.23,0.1,0.07,1.01,0.95,0.02,0.01,0.01,0.25,0,0.01,0.01,0.03,0,0.01,0.02,0,0,0.01,0.01,0,0.01,0,0,0,0,0.01,0,0,0.12,0,0,0.01,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0.04,0.28
2023-04,26.05,30.61,3.2,11.68,4.11,0.45,6.35,0.62,2.21,0.24,0.29,0.06,0.02,5.09,0,3.68,0.18,0.73,0.05,0,0.07,1.18,0.1,0.06,1.03,0.97,0.02,0.01,0.01,0.26,0,0.01,0.01,0.02,0,0.01,0.02,0,0,0.02,0.01,0,0.01,0,0,0,0,0.01,0,0,0.12,0,0,0.01,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0.04,0.27
2023-05,25.27,31.44,4.39,11.13,4.01,0.44,6.52,0.54,2.05,0.24,0.28,0.05,0.01,4.88,0,3.51,0.16,0.76,0.03,0,0.06,1.06,0.1,0.06,1.01,1.02,0.02,0.01,0.01,0.26,0,0.01,0.01,0.02,0,0.01,0.02,0,0,0.02,0,0,0.01,0,0,0,0,0.01,0,0,0.14,0,0,0.01,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0.04,0.26
2023-06,24.59,28.44,6.74,11.05,4.07,0.42,6.95,0.49,2.01,0.23,0.26,0.05,0.01,5.39,0,3.78,0.15,0.89,0.03,0,0.07,1.12,0.08,0.05,0.99,1.06,0.02,0.01,0.01,0.26,0,0.01,0.01,0.01,0,0.01,0.02,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0.2,0,0,0.02,0,0,0.06,0,0,0,0,0,0,0,0.01,0,0,0.06,0.3
2023-07,24.22,28.39,7.35,11.21,4,0.39,6.06,0.48,2.11,0.24,0.26,0.05,0.02,5.53,0,3.87,0.15,0.95,0.03,0,0.08,1.27,0.08,0.05,1.08,1.06,0.03,0.02,0.01,0.28,0,0.01,0.01,0.01,0,0.01,0.02,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0,0.22,0,0,0.02,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0.06,0.26
2023-08,24.16,28.53,7.74,11.09,4,0.4,5.85,0.47,2.12,0.24,0.26,0.05,0.01,5.37,0,3.77,0.14,0.95,0.03,0,0.07,1.29,0.08,0.04,1.17,1.1,0.02,0.01,0.01,0.3,0,0.01,0.01,0.01,0,0.01,0.02,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0.22,0,0,0.02,0,0,0.07,0,0,0,0,0,0,0,0.01,0,0,0.06,0.25
2023-09,24.23,29.58,8.12,10.84,3.81,0.39,5.53,0.45,2.1,0.25,0.25,0.06,0.01,5.02,0,3.52,0.17,0.95,0.02,0,0.06,1.22,0.08,0.05,1.19,1.06,0.02,0.01,0.01,0.3,0,0.01,0.01,0.01,0,0.01,0.02,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0.23,0,0,0.02,0,0,0.06,0,0,0,0,0,0,0,0.01,0,0,0.06,0.23
